,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,classification
20,-89,-67,100,100,-89,-71,100,100,-91,100,100,100,-83,-88,-87,100,-77,-87,100,100,100,100,100,100,-66,35
21,-80,-67,100,100,-89,-72,100,100,-96,100,100,100,-79,-78,-87,100,-89,-86,100,100,100,100,100,100,-58,35
22,-89,-69,100,100,-96,-69,100,100,-90,100,100,100,-85,-90,-87,100,-78,-86,100,100,100,100,100,100,-62,35
23,-88,-74,100,100,-89,-71,100,100,100,100,100,100,-84,-89,-88,100,-77,-86,100,100,100,100,100,100,-66,35
24,-80,-69,100,100,-96,-71,100,100,100,100,100,100,-85,-78,-89,100,-79,-86,100,100,100,100,100,100,-66,35
25,-88,-67,100,100,-89,-71,100,100,100,100,100,100,-85,-89,-88,100,-77,-87,100,100,100,100,100,100,-58,35
26,-88,-70,100,100,-93,-69,100,100,100,100,100,100,-85,-90,-88,100,-78,-86,100,100,100,100,100,100,-66,35
27,-88,-67,100,100,-96,-71,100,100,-96,100,100,100,-85,-89,-88,100,-89,-87,100,100,100,100,100,100,-66,35
28,-88,-67,100,100,-89,-71,100,100,-90,100,100,100,-80,-89,-88,100,-89,-86,100,100,100,100,100,100,-62,35
29,-89,-74,100,100,100,-69,100,100,-95,100,100,100,-85,-78,-88,100,-79,-86,100,100,100,100,100,100,-66,35
30,-88,-74,100,100,-89,-71,100,100,100,100,100,100,-85,-89,-88,100,-78,-86,100,100,100,100,100,100,-66,35
31,-88,-68,100,100,-89,-72,100,100,-91,100,100,100,-85,-89,-87,100,-77,-86,100,100,100,100,100,100,-62,35
32,-80,-67,100,100,-89,-69,100,100,-91,100,100,100,-85,-78,-88,100,-89,-86,100,100,100,100,100,100,-62,35
33,-89,-74,100,100,-88,-70,100,100,-96,100,100,100,-85,-78,-89,100,-79,-87,100,100,100,100,100,100,-66,35
34,-88,-67,100,100,-96,-71,100,100,-91,100,100,100,-79,-89,-87,100,-77,-86,100,100,100,100,100,100,-58,35
35,-88,-67,100,100,-89,-69,100,100,100,100,100,100,-85,-90,-87,100,-77,-87,100,100,100,100,100,100,-62,35
36,-80,-68,100,100,-89,-69,100,100,-91,100,100,100,-80,-90,-88,100,-77,-87,100,100,100,100,100,100,-62,35
37,-89,-67,100,100,100,-71,100,100,100,100,100,100,-85,-89,-93,100,-77,-87,100,100,100,100,100,100,-58,35
38,-89,-67,100,100,-89,-71,100,100,-96,100,100,100,-79,-78,-88,100,-89,-86,100,100,100,100,100,100,-62,35
39,-80,-68,100,100,-97,-69,100,100,-96,100,100,100,-85,-78,-88,100,-77,100,100,100,100,100,100,100,-62,35
40,-89,-67,100,100,-89,-71,100,100,100,100,100,100,-85,-78,-93,100,-77,-87,100,100,100,100,100,100,-58,35
41,-80,-68,100,100,-89,-71,100,100,100,100,100,100,-79,-78,-87,100,-79,-87,100,100,100,100,100,100,-62,35
42,-89,-74,100,100,-89,-72,100,100,100,100,100,100,-79,-90,-88,100,-78,-86,100,100,100,100,100,100,-66,35
43,-89,-67,100,100,-89,-69,100,100,100,100,100,100,-85,-89,-88,100,-77,-86,100,100,100,100,100,100,-58,35
44,-80,-68,100,100,-89,-69,100,100,100,100,100,100,-85,-78,-88,100,-77,-87,100,100,100,100,100,100,-62,35
45,-80,-74,100,100,-89,-72,100,100,-91,100,100,100,-79,-78,-88,100,-89,-87,100,100,100,100,100,100,-62,35
46,-89,-68,100,100,-89,-69,100,100,100,100,100,100,-85,-78,100,100,-78,-86,100,100,100,100,100,100,-66,35
47,-88,-67,100,100,-89,-69,100,100,-91,100,100,100,-85,-89,-88,100,-77,-86,100,100,100,100,100,100,-58,35
48,-80,-68,100,100,-89,-71,100,100,-91,100,100,100,-85,-78,-87,100,-89,-86,100,100,100,100,100,100,-62,35
49,-89,-68,100,100,-89,-69,100,100,100,100,100,100,-85,-78,-87,100,-79,-86,100,100,100,100,100,100,-66,35
50,-88,-67,100,100,-89,-71,100,100,-91,100,100,100,-85,-89,-88,100,-77,-87,100,100,100,100,100,100,-58,35
51,-80,-68,100,100,-89,-72,100,100,-91,100,100,100,-85,-78,-87,100,-77,-86,100,100,100,100,100,100,-62,35
52,-89,-68,100,100,-89,-69,100,100,100,100,100,100,-85,-90,-87,100,-78,-86,100,100,100,100,100,100,-66,35
53,-88,-67,100,100,-89,-71,100,100,100,100,100,100,-85,-89,-88,100,-77,-87,100,100,100,100,100,100,-58,35
54,-93,-70,100,100,-89,-77,100,100,-96,100,100,100,-85,-78,-88,100,-84,-87,100,100,100,100,100,100,-66,35
55,-88,-74,100,100,-89,-69,100,100,-96,100,100,100,-79,-89,100,100,-89,-87,100,100,100,100,100,100,-58,35
56,100,-67,100,100,-96,-71,100,100,100,100,100,100,-79,-90,-88,100,-77,100,100,100,100,100,100,100,-62,35
57,-93,-68,100,100,-89,-69,100,100,100,100,100,100,-85,-93,-87,100,-81,-91,100,100,100,100,100,100,-62,35
58,-88,-73,100,100,-89,-72,100,100,-91,100,100,100,-79,-78,-87,100,-89,-86,100,100,100,100,100,100,-62,35
59,-80,-67,100,100,100,-72,100,100,-91,100,100,100,-85,-89,-88,100,-77,-87,100,100,100,100,100,100,-66,35
1,-84,-95,100,100,-77,-57,100,100,100,100,100,100,-87,-84,100,100,-91,100,100,100,100,100,100,100,-70,35
2,-86,100,100,100,-76,-56,100,100,100,100,100,100,100,-84,-99,100,100,100,100,100,100,100,100,100,100,35
3,100,-76,100,100,-76,-56,100,100,-92,100,100,100,-76,-90,100,100,-75,-94,100,100,100,100,100,100,-69,35
4,-87,-89,100,100,-80,-55,100,100,100,100,100,100,-74,-86,-96,100,-91,100,100,100,100,100,100,100,-68,35
5,-85,-76,100,100,-78,-58,100,100,100,100,100,100,-72,-84,100,100,-75,-93,100,100,100,100,100,100,-68,35
6,-91,100,100,100,-78,-56,100,100,100,100,100,100,-72,100,100,100,-73,-91,100,100,100,100,100,100,-69,35
7,-82,-77,100,100,-79,-56,100,100,100,100,100,100,-73,-85,100,100,-74,-90,100,100,100,100,100,100,-68,35
8,-88,-91,100,100,-76,-56,100,100,-91,100,100,100,-71,-84,100,100,-90,-92,100,100,100,100,100,100,-69,35
9,-83,-90,100,100,-76,-55,100,100,100,100,100,100,-73,-82,-96,100,-76,-90,100,100,100,100,100,100,-68,35
10,-83,-80,100,100,-80,100,100,100,100,100,100,100,-74,100,100,100,-76,100,100,100,100,100,100,100,-68,35
11,-89,-92,100,100,-76,-56,100,100,100,100,100,100,-87,-85,-97,100,-90,100,100,100,100,100,100,100,-69,35
12,-94,-76,100,100,-80,-55,100,100,100,100,100,100,-73,-84,-96,100,-76,-91,100,100,100,100,100,100,-67,35
13,-88,-76,100,100,-78,-57,100,100,100,100,100,100,-86,-84,100,100,-91,-93,100,100,100,100,100,100,-70,35
14,-88,-90,100,100,-77,-56,100,100,100,100,100,100,-86,-84,-97,100,-90,100,100,100,100,100,100,100,-69,35
15,-89,-76,100,100,-77,-57,100,100,100,100,100,100,-71,-84,100,100,-73,-94,100,100,100,100,100,100,-67,35
16,-88,-91,100,100,-76,-56,100,100,100,100,100,100,-86,-85,100,100,-90,100,100,100,100,100,100,100,-69,35
17,-83,-80,100,100,-78,-55,100,100,100,100,100,100,-71,-82,100,100,-76,-93,100,100,100,100,100,100,-68,35
18,-89,-76,100,100,-77,-57,100,100,-93,100,100,100,-71,-84,100,100,-73,-93,100,100,100,100,100,100,-68,35
19,-83,-78,100,100,-80,-54,100,100,100,100,100,100,-73,-83,100,100,-77,-91,100,100,100,100,100,100,-68,35
20,100,-76,100,100,-78,-57,100,100,100,100,100,100,-71,-84,100,100,-73,100,100,100,100,100,100,100,-68,35
21,-84,-90,100,100,-76,-56,100,100,100,100,100,100,-86,-84,-96,100,-76,100,100,100,100,100,100,100,-69,35
22,-83,100,100,100,-80,-55,100,100,100,100,100,100,-73,-83,100,100,-76,-91,100,100,100,100,100,100,-68,35
23,-88,-91,100,100,100,-57,100,100,100,100,100,100,-86,100,-96,100,-90,100,100,100,100,100,100,100,-70,35
24,-84,-79,100,100,-80,-54,100,100,-98,100,100,100,-74,-82,-96,100,-76,-91,100,100,100,100,100,100,-68,35
25,-88,-77,100,100,-78,-57,100,100,100,100,100,100,-71,-83,100,100,-74,-92,100,100,100,100,100,100,-68,35
26,-88,-91,100,100,-76,-56,100,100,-98,100,100,100,-86,-84,-96,100,-90,100,100,100,100,100,100,100,-69,35
27,100,-76,100,100,-78,100,100,100,100,100,100,100,-71,100,100,100,-73,100,100,100,100,100,100,100,-67,35
28,-88,-75,100,100,-77,-56,100,100,-93,100,100,100,-86,-84,-98,100,-91,100,100,100,100,100,100,100,-69,35
29,-83,-78,100,100,-80,-55,100,100,100,100,100,100,-73,-83,100,100,-76,100,100,100,100,100,100,100,-68,35
30,-89,-76,100,100,-78,-57,100,100,-91,100,100,100,-71,-84,100,100,-74,-93,100,100,100,100,100,100,-68,35
31,-83,-80,100,100,-80,100,100,100,100,100,100,100,-73,100,100,100,-76,100,100,100,100,100,100,100,-68,35
32,-89,-76,100,100,-77,-57,100,100,-98,100,100,100,-71,-84,100,100,-73,-94,100,100,100,100,100,100,-67,35
33,-88,-91,100,100,-77,-57,100,100,-92,100,100,100,-71,-84,100,100,-91,-93,100,100,100,100,100,100,-70,35
34,-83,-80,100,100,-80,-55,100,100,100,100,100,100,-74,-82,100,100,-76,-91,100,100,100,100,100,100,-68,35
35,100,-91,100,100,-76,100,100,100,100,100,100,100,-86,100,100,100,-77,100,100,100,100,100,100,100,100,35
36,-83,-80,100,100,-80,-56,100,100,100,100,100,100,-74,-82,100,100,-76,100,100,100,100,100,100,100,-68,35
37,-90,-76,100,100,-77,-57,100,100,100,100,100,100,-71,100,-97,100,-73,-92,100,100,100,100,100,100,-67,35
38,-88,-91,100,100,-76,-56,100,100,-101,100,100,100,-87,-84,-96,100,-73,-92,100,100,100,100,100,100,-69,35
39,-87,-91,100,100,100,-56,100,100,100,100,100,100,-71,-85,100,100,-91,100,100,100,100,100,100,100,100,35
40,-88,-91,100,100,-76,-56,100,100,-92,100,100,100,-71,-85,100,100,-74,-92,100,100,100,100,100,100,-68,35
41,-88,-80,100,100,-80,-56,100,100,100,100,100,100,-74,-84,100,100,-76,-91,100,100,100,100,100,100,-68,35
42,-89,-76,100,100,-77,-57,100,100,-92,100,100,100,-71,-84,100,100,-73,-93,100,100,100,100,100,100,-67,35
43,100,-76,100,100,-77,-57,100,100,-91,100,100,100,100,100,100,100,-74,100,100,100,100,100,100,100,-67,35
44,-90,-80,100,100,-80,-55,100,100,-90,100,100,100,-73,-83,100,100,-76,100,100,100,100,100,100,100,-67,35
45,-88,-90,100,100,-76,-56,100,100,-92,100,100,100,-86,100,-96,100,-73,-94,100,100,100,100,100,100,-69,35
46,-83,-79,100,100,-76,-54,100,100,100,100,100,100,-74,-82,-96,100,-76,-91,100,100,100,100,100,100,-68,35
47,-83,-80,100,100,100,-55,100,100,100,100,100,100,-73,-82,100,100,-76,-92,100,100,100,100,100,100,100,35
48,-88,-91,100,100,-76,-56,100,100,100,100,100,100,-86,-85,-95,100,-91,100,100,100,100,100,100,100,-70,35
49,-88,-80,100,100,-77,-55,100,100,100,100,100,100,-71,-82,100,100,-74,100,100,100,100,100,100,100,-68,35
50,-88,-90,100,100,-76,-56,100,100,100,100,100,100,-86,-84,100,100,-91,-93,100,100,100,100,100,100,-69,35
51,-88,-91,100,100,-76,-57,100,100,100,100,100,100,100,-84,-96,100,100,100,100,100,100,100,100,100,-70,35
52,100,-76,100,100,-77,-57,100,100,100,100,100,100,-71,-84,100,100,-74,-91,100,100,100,100,100,100,-67,35
53,-84,-80,100,100,-77,-56,100,100,100,100,100,100,-86,-82,100,100,-76,100,100,100,100,100,100,100,-69,35
54,-90,-76,100,100,-77,-57,100,100,100,100,100,100,-71,-84,100,100,-73,-92,100,100,100,100,100,100,-68,35
55,100,100,100,100,-78,-57,100,100,100,100,100,100,-71,-83,100,100,-73,100,100,100,100,100,100,100,-67,35
56,-83,-78,100,100,-80,-55,100,100,100,100,100,100,-73,-82,100,100,-76,-90,100,100,100,100,100,100,-68,35
57,-90,-76,100,100,-77,-57,100,100,100,100,100,100,-71,-84,100,100,-73,100,100,100,100,100,100,100,-68,35
58,-83,-80,100,100,-80,-56,100,100,100,100,100,100,-73,-82,-97,100,-76,100,100,100,100,100,100,100,-68,35
59,-82,-80,100,100,-80,-55,100,100,100,100,100,100,-74,-83,100,100,-76,100,100,100,100,100,100,100,-68,35
1,-82,-70,100,100,-76,-58,100,100,100,100,100,100,-84,-84,100,100,-92,100,100,100,100,100,100,100,-61,35
2,-88,-68,100,100,-80,-59,100,100,100,100,100,100,-88,-80,100,100,-92,100,100,100,100,100,100,100,-66,35
3,-91,-71,100,100,-80,-59,100,100,100,100,100,100,-91,-89,100,100,-80,100,100,100,100,100,100,100,-61,35
4,-83,-68,100,100,-88,-62,100,100,-94,100,100,100,-81,-88,100,100,-87,100,100,100,100,100,100,100,-64,35
5,-86,-69,100,100,-77,-59,100,100,100,100,100,100,-94,-85,100,100,-87,100,100,100,100,100,100,100,-62,35
6,-95,-69,100,100,-77,-59,100,100,-94,100,100,100,-82,-83,100,100,-90,100,100,100,100,100,100,100,-66,35
7,-89,-71,100,100,-81,-59,100,100,100,100,100,100,-82,-84,100,100,-87,100,100,100,100,100,100,100,-74,35
8,-88,-69,100,100,-77,-59,100,100,100,100,100,100,-93,-80,100,100,-88,100,100,100,100,100,100,100,-66,35
9,-89,-69,100,100,-82,-59,100,100,100,100,100,100,100,-83,-93,100,-91,100,100,100,100,100,100,100,-74,35
10,-89,-69,100,100,100,-59,100,100,100,100,100,100,-93,-83,-94,100,-86,100,100,100,100,100,100,100,-74,35
11,-89,-69,100,100,-77,-59,100,100,100,100,100,100,-88,-83,100,100,-87,100,100,100,100,100,100,100,-66,35
12,-89,-69,100,100,-77,-58,100,100,100,100,100,100,100,-83,100,100,-90,100,100,100,100,100,100,100,-62,35
13,-95,-69,100,100,-77,-58,100,100,100,100,100,100,-82,-85,100,100,-87,100,100,100,100,100,100,100,-74,35
14,-87,-69,100,100,-81,-59,100,100,100,100,100,100,100,-80,-94,100,-90,100,100,100,100,100,100,100,-67,35
15,-94,-69,100,100,-81,-58,100,100,100,100,100,100,-82,-85,100,100,-87,100,100,100,100,100,100,100,-61,35
16,-89,-69,100,100,-81,-58,100,100,-94,100,100,100,-82,-83,-94,100,-88,100,100,100,100,100,100,100,-74,35
17,-89,-71,100,100,-81,-58,100,100,100,100,100,100,-88,-85,100,100,-87,100,100,100,100,100,100,100,-62,35
18,-94,-71,100,100,-77,-58,100,100,100,100,100,100,-82,-85,-94,100,-88,100,100,100,100,100,100,100,-66,35
19,-89,-69,100,100,-77,-58,100,100,-93,100,100,100,-88,-83,-97,100,-90,100,100,100,100,100,100,100,-67,35
20,-89,-71,100,100,-81,-59,100,100,100,100,100,100,-82,-83,-94,100,-86,100,100,100,100,100,100,100,-74,35
21,-95,-69,100,100,-81,-59,100,100,100,100,100,100,-82,-83,100,100,-87,100,100,100,100,100,100,100,-67,35
22,-87,-69,100,100,-100,-59,100,100,-94,100,100,100,-93,-85,100,100,-87,100,100,100,100,100,100,100,-74,35
23,-87,-71,100,100,-77,-59,100,100,-93,100,100,100,-88,-85,100,100,-90,100,100,100,100,100,100,100,-66,35
24,-89,-69,100,100,-77,-59,100,100,100,100,100,100,-88,-84,100,100,-88,100,100,100,100,100,100,100,-67,35
25,-87,-69,100,100,-77,-58,100,100,100,100,100,100,-88,-83,100,100,-87,100,100,100,100,100,100,100,-74,35
26,-87,-69,100,100,-77,-59,100,100,-93,100,100,100,-88,-83,-94,100,-86,100,100,100,100,100,100,100,-74,35
27,-87,-71,100,100,-77,-59,100,100,-94,100,100,100,-83,-85,100,100,-90,100,100,100,100,100,100,100,-61,35
28,-93,-69,100,100,-81,-59,100,100,100,100,100,100,-82,-85,100,100,-90,100,100,100,100,100,100,100,-79,35
29,-87,-71,100,100,-77,-59,100,100,-93,100,100,100,-82,-84,-93,100,-87,100,100,100,100,100,100,100,-74,35
30,100,-69,100,100,-77,-59,100,100,100,100,100,100,-82,-84,-93,100,-88,100,100,100,100,100,100,100,-66,35
31,-94,-69,100,100,-77,-59,100,100,-93,100,100,100,100,-80,-97,100,-87,100,100,100,100,100,100,100,-74,35
32,-87,-69,100,100,-81,-59,100,100,100,100,100,100,-82,-83,100,100,-87,100,100,100,100,100,100,100,-61,35
33,-87,-69,100,100,-77,-58,100,100,-93,100,100,100,-88,-80,-97,100,-87,100,100,100,100,100,100,100,-74,35
34,-87,-71,100,100,-81,-59,100,100,-93,100,100,100,100,-83,100,100,-88,100,100,100,100,100,100,100,-74,35
35,-89,-69,100,100,-77,-59,100,100,100,100,100,100,-82,-85,100,100,-91,100,100,100,100,100,100,100,-74,35
36,-94,-71,100,100,-81,-59,100,100,100,100,100,100,100,-80,-94,100,-86,100,100,100,100,100,100,100,-66,35
37,-87,-69,100,100,-78,-59,100,100,100,100,100,100,-88,-83,100,100,-88,100,100,100,100,100,100,100,-67,35
38,-89,-71,100,100,-81,-59,100,100,100,100,100,100,-82,-85,-94,100,-86,100,100,100,100,100,100,100,-67,35
39,-87,-69,100,100,-81,-59,100,100,-93,100,100,100,100,-83,100,100,-90,100,100,100,100,100,100,100,-67,35
40,-87,-71,100,100,-78,-59,100,100,-94,100,100,100,-83,-81,-93,100,-87,100,100,100,100,100,100,100,-67,35
41,-94,-69,100,100,100,-58,100,100,100,100,100,100,-88,-85,-93,100,-91,100,100,100,100,100,100,100,-74,35
42,-87,-69,100,100,-81,-59,100,100,100,100,100,100,-93,-83,100,100,-88,100,100,100,100,100,100,100,-61,35
43,-94,-69,100,100,-77,-59,100,100,-93,100,100,100,-88,100,100,100,-90,100,100,100,100,100,100,100,-75,35
44,-87,-69,100,100,-78,-58,100,100,100,100,100,100,-93,-80,-94,100,-87,-94,100,100,100,100,100,100,-67,35
45,-87,-69,100,100,-78,-59,100,100,100,100,100,100,-82,-83,-94,100,-87,100,100,100,100,100,100,100,-67,35
46,-87,-69,100,100,-81,-58,100,100,100,100,100,100,-88,-81,100,100,-86,100,100,100,100,100,100,100,-67,35
47,-89,-71,100,100,-81,-59,100,100,100,100,100,100,-82,-84,100,100,-90,100,100,100,100,100,100,100,-62,35
48,-89,-71,100,100,-81,-59,100,100,100,100,100,100,-82,-85,100,100,-90,100,100,100,100,100,100,100,-67,35
49,-89,-71,100,100,-78,-59,100,100,100,100,100,100,-82,-84,-93,100,-91,100,100,100,100,100,100,100,-74,35
50,-87,-71,100,100,-77,-58,100,100,100,100,100,100,-88,-80,100,100,-88,100,100,100,100,100,100,100,-62,35
51,-87,-69,100,100,-77,-59,100,100,100,100,100,100,-94,-83,100,100,-86,100,100,100,100,100,100,100,-74,35
52,-89,-71,100,100,-77,-59,100,100,100,100,100,100,-82,-84,100,100,-86,100,100,100,100,100,100,100,-61,35
53,-89,-69,100,100,-77,-59,100,100,100,100,100,100,-82,-85,-93,100,-87,-94,100,100,100,100,100,100,-62,35
54,-87,-69,100,100,-81,-59,100,100,100,100,100,100,-82,-85,-94,100,-90,-94,100,100,100,100,100,100,-74,35
55,-89,-69,100,100,-77,-58,100,100,100,100,100,100,-88,-85,-93,100,-87,100,100,100,100,100,100,100,-74,35
56,-89,-71,100,100,-77,-59,100,100,-94,100,100,100,-82,-80,100,100,-87,100,100,100,100,100,100,100,100,35
57,-87,-71,100,100,100,-58,100,100,100,100,100,100,-88,-84,-94,100,-91,100,100,100,100,100,100,100,-74,35
58,-89,-69,100,100,-77,-58,100,100,-93,100,100,100,100,-80,-93,100,-90,100,100,100,100,100,100,100,-74,35
59,-94,-71,100,100,-81,-58,100,100,100,100,100,100,-88,-83,100,100,-87,-94,100,100,100,100,100,100,-74,35
1,-89,-74,100,100,-81,-55,100,100,100,100,100,100,-89,-89,100,100,-80,100,100,100,100,100,100,100,-75,36
2,-84,-74,100,100,-82,-65,100,100,100,100,100,100,-87,-80,100,100,-77,100,100,100,100,100,100,100,-70,36
3,-83,-78,100,100,-80,-66,100,100,100,100,100,100,-85,-90,-96,100,-75,-94,100,100,100,100,100,100,-80,36
4,-88,-73,100,100,-80,-56,100,100,100,100,100,100,-82,-89,100,100,-84,100,100,100,100,100,100,100,-74,36
5,-83,100,100,100,100,-70,100,100,100,100,100,100,100,-88,100,100,-76,100,100,100,100,100,100,100,-80,36
6,-87,-73,100,100,-80,-56,100,100,100,100,100,100,-87,-89,100,100,-80,100,100,100,100,100,100,100,-73,36
7,-82,-74,100,100,-83,-67,100,100,100,100,100,100,-90,-81,100,100,-76,100,100,100,100,100,100,100,-68,36
8,-83,-78,100,100,-86,-69,100,100,100,100,100,100,-86,-88,-97,100,-76,100,100,100,100,100,100,100,-80,36
9,-81,-74,100,100,100,-68,100,100,100,100,100,100,-89,-81,100,100,-76,100,100,100,100,100,100,100,-68,36
10,-83,-78,100,100,-86,-69,100,100,100,100,100,100,-89,-88,-96,100,-76,100,100,100,100,100,100,100,-80,36
11,-88,-74,100,100,-80,-56,100,100,100,100,100,100,-87,-89,-96,100,-79,100,100,100,100,100,100,100,-74,36
12,-82,-73,100,100,-83,-68,100,100,100,100,100,100,-89,-80,100,100,-76,100,100,100,100,100,100,100,-68,36
13,-87,100,100,100,100,-56,100,100,100,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,36
14,-82,-74,100,100,-83,-68,100,100,100,100,100,100,-89,-80,100,100,-76,-95,100,100,100,100,100,100,-68,36
15,-83,-78,100,100,-87,-69,100,100,100,100,100,100,-89,-87,-94,100,-77,100,100,100,100,100,100,100,-80,36
16,-87,-73,100,100,-80,-56,100,100,100,100,100,100,100,-88,-94,100,-79,100,100,100,100,100,100,100,-73,36
17,-83,-78,100,100,-80,100,100,100,100,100,100,100,-87,100,100,100,-76,100,100,100,100,100,100,100,-80,36
18,-83,-73,100,100,-86,-56,100,100,100,100,100,100,-87,-89,-96,100,-79,100,100,100,100,100,100,100,-73,36
19,-82,-74,100,100,-82,-68,100,100,100,100,100,100,-88,-81,100,100,-76,-93,100,100,100,100,100,100,-69,36
20,-83,-78,100,100,-83,-69,100,100,100,100,100,100,-86,-88,100,100,-76,100,100,100,100,100,100,100,-80,36
21,100,100,100,100,100,-69,100,100,100,100,100,100,-86,100,100,100,-77,100,100,100,100,100,100,100,100,36
22,-81,-78,100,100,100,-69,100,100,100,100,100,100,-88,-88,100,100,-76,-95,100,100,100,100,100,100,-80,36
23,-87,-78,100,100,-80,-56,100,100,100,100,100,100,-86,-89,100,100,-77,100,100,100,100,100,100,100,-73,36
24,-81,-73,100,100,-83,-67,100,100,100,100,100,100,-89,-81,-100,100,-76,100,100,100,100,100,100,100,-68,36
25,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,-76,-96,100,100,100,100,100,100,-68,36
26,-82,-73,100,100,-80,-68,100,100,100,100,100,100,-87,-89,100,100,-76,100,100,100,100,100,100,100,100,36
27,-83,-79,100,100,-87,-68,100,100,100,100,100,100,-89,-89,-96,100,-76,-97,100,100,100,100,100,100,-80,36
28,-88,-74,100,100,-81,-56,100,100,100,100,100,100,-87,-89,-96,100,-76,100,100,100,100,100,100,100,-73,36
29,-88,-73,100,100,-80,-56,100,100,100,100,100,100,100,-89,100,100,-79,-94,100,100,100,100,100,100,-73,36
30,-84,-78,100,100,-86,-69,100,100,100,100,100,100,-86,-89,100,100,-76,100,100,100,100,100,100,100,-80,36
31,-88,-74,100,100,-83,-56,100,100,100,100,100,100,-87,-88,-99,100,-79,100,100,100,100,100,100,100,-68,36
32,-83,-78,100,100,-86,-69,100,100,100,100,100,100,-86,-88,-97,100,-76,100,100,100,100,100,100,100,-68,36
33,-83,-78,100,100,100,100,100,100,100,100,100,100,-87,-89,100,100,-76,100,100,100,100,100,100,100,-80,36
34,-81,-73,100,100,-83,-68,100,100,100,100,100,100,-88,-80,-97,100,-77,100,100,100,100,100,100,100,-68,36
35,-83,-78,100,100,-80,-69,100,100,100,100,100,100,-86,-88,-96,100,-76,100,100,100,100,100,100,100,-80,36
36,-88,-73,100,100,-80,-67,100,100,100,100,100,100,-89,-81,100,100,-76,-96,100,100,100,100,100,100,-68,36
37,-81,-73,100,100,-83,-68,100,100,100,100,100,100,-88,-82,100,100,-76,-97,100,100,100,100,100,100,-68,36
38,100,-73,100,100,-81,-56,100,100,100,100,100,100,-87,-89,-97,100,-79,100,100,100,100,100,100,100,100,36
39,-82,-74,100,100,-83,-68,100,100,100,100,100,100,-89,-81,100,100,-76,-96,100,100,100,100,100,100,-68,36
40,-88,-73,100,100,-81,-56,100,100,100,100,100,100,-85,-87,-96,100,-79,100,100,100,100,100,100,100,-80,36
41,-87,-73,100,100,-80,-56,100,100,100,100,100,100,-87,-89,100,100,-79,-94,100,100,100,100,100,100,-73,36
42,-83,-78,100,100,-86,100,100,100,100,100,100,100,100,-88,-97,100,-76,100,100,100,100,100,100,100,-80,36
43,-87,-73,100,100,-80,-56,100,100,100,100,100,100,-87,-88,100,100,-79,-93,100,100,100,100,100,100,-73,36
44,-82,-74,100,100,-83,-68,100,100,100,100,100,100,-88,-81,100,100,-76,-96,100,100,100,100,100,100,-68,36
45,-84,-78,100,100,-87,-69,100,100,100,100,100,100,-86,-90,100,100,-77,100,100,100,100,100,100,100,-81,36
46,-82,-74,100,100,-83,-68,100,100,100,100,100,100,100,100,100,100,-76,100,100,100,100,100,100,100,-68,36
47,-83,-78,100,100,-86,-68,100,100,100,100,100,100,-88,-89,-96,100,-76,100,100,100,100,100,100,100,-80,36
48,-83,-78,100,100,-80,-56,100,100,100,100,100,100,-89,-91,100,100,-78,100,100,100,100,100,100,100,-73,36
49,-82,-73,100,100,-83,-68,100,100,100,100,100,100,100,-80,100,100,-80,100,100,100,100,100,100,100,-68,36
50,100,-74,100,100,-80,-56,100,100,100,100,100,100,-90,100,100,100,100,100,100,100,100,100,100,100,-73,36
51,-84,-73,100,100,-82,-68,100,100,100,100,100,100,-86,-81,100,100,-76,100,100,100,100,100,100,100,-68,36
52,-82,-78,100,100,-83,-68,100,100,100,100,100,100,-85,-86,-98,100,-77,100,100,100,100,100,100,100,-80,36
53,-84,-74,100,100,-81,-56,100,100,100,100,100,100,-87,-89,-100,100,-79,100,100,100,100,100,100,100,-73,36
54,-83,-78,100,100,-86,100,100,100,100,100,100,100,-86,100,-96,100,100,100,100,100,100,100,100,100,-78,36
55,-84,-73,100,100,-80,-69,100,100,100,100,100,100,-87,-88,-96,100,-79,-95,100,100,100,100,100,100,-74,36
56,-82,100,100,100,-83,-68,100,100,100,100,100,100,-91,-81,100,100,-76,100,100,100,100,100,100,100,-68,36
57,-83,-78,100,100,-86,-69,100,100,100,100,100,100,-85,-81,100,100,-76,100,100,100,100,100,100,100,-80,36
58,-82,-74,100,100,100,-68,100,100,100,100,100,100,-85,100,100,100,-76,100,100,100,100,100,100,100,-68,36
59,-83,-79,100,100,-86,-69,100,100,100,100,100,100,-85,-89,100,100,-76,100,100,100,100,100,100,100,-80,36
1,-88,-71,100,100,-88,-56,100,100,-93,100,100,100,-76,-89,100,100,-87,100,100,100,100,100,100,100,-72,36
2,-79,-72,100,100,-77,-56,100,100,-91,100,100,100,-81,-84,-95,100,-88,100,100,100,100,100,100,100,-72,36
