,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,classification
43,100,-84,100,100,-88,100,-80,-76,-74,100,100,-95,100,100,-82,100,100,-69,-63,100,100,100,100,100,100,52
44,100,-84,100,-96,-88,100,-86,-85,-74,100,100,100,100,100,-84,100,100,-80,-71,100,100,100,100,100,100,52
45,100,-79,100,-96,-88,100,-86,-84,-73,-98,100,-91,100,100,-82,100,100,-69,-75,100,100,100,100,100,100,52
46,100,-84,100,-97,-88,100,-86,-77,-73,100,100,100,100,100,-82,100,100,-69,-71,100,100,100,100,100,100,52
47,100,-84,100,100,-94,100,-86,-76,-73,-96,100,100,100,100,-88,100,100,-72,-75,100,100,100,100,100,100,52
48,100,-79,100,-96,-88,100,-80,-77,-74,100,100,100,100,100,-82,100,100,-69,-63,100,100,100,100,100,100,52
49,100,-84,100,-97,-88,100,-86,-77,-76,-91,100,100,100,100,-88,100,100,-69,-71,100,100,100,100,100,100,52
50,100,-84,100,-97,-88,100,-83,-76,-74,-91,100,100,100,100,-88,100,100,-80,-63,100,100,100,100,100,100,52
51,100,-79,100,100,-89,100,-80,-85,-73,100,100,100,100,100,-84,100,100,-69,-75,100,100,100,100,100,-96,52
52,100,-84,100,-97,-88,100,-80,-76,-73,100,100,-91,100,100,-89,100,100,-72,-75,100,100,100,100,100,100,52
53,100,-84,100,-96,-88,100,-86,-77,-76,-96,100,100,100,100,100,100,100,-72,-75,100,100,100,100,100,-96,52
54,100,-84,100,-96,-88,100,-83,-84,-74,100,100,100,100,100,-84,100,100,-80,-75,100,100,100,100,100,100,52
55,100,-79,100,-97,-88,100,-80,-76,-74,100,100,100,100,100,-88,100,100,-72,-63,100,100,100,100,100,100,52
56,100,-84,100,100,-88,100,-83,-85,-73,-96,100,100,100,100,-88,100,100,-80,-63,100,100,100,100,100,100,52
57,100,-83,100,100,-87,100,-86,-75,-73,-97,100,100,100,100,-82,100,100,-72,-63,100,100,100,100,100,100,52
58,100,-85,100,-96,100,100,-80,-85,-76,-93,100,100,100,100,-85,100,100,-68,-76,100,100,100,100,100,100,52
59,100,-84,100,100,-97,100,-85,-77,-74,100,100,-89,100,100,-85,100,100,-71,-67,100,100,100,100,100,100,52
1,100,100,-60,100,-80,100,100,-85,-76,100,-90,100,100,-83,100,100,-68,-66,100,100,100,100,100,100,100,53
2,100,-89,-73,100,-80,100,-85,-90,-73,100,100,100,100,100,100,100,-81,-65,100,100,100,100,100,100,100,53
3,100,-82,-64,100,-83,100,-83,-80,-81,-99,100,100,100,-89,100,100,-69,-60,100,100,100,100,100,100,100,53
4,100,-87,-75,-95,-80,100,100,-85,-75,100,100,100,100,-88,100,100,-73,-62,100,100,100,100,100,100,100,53
5,100,-95,-61,-99,-86,100,-87,-80,-68,100,100,100,100,-83,100,100,-71,-66,100,100,100,100,100,100,100,53
6,100,-85,-59,100,-80,100,-87,-85,-71,100,-90,100,100,-83,100,100,-71,-62,100,100,100,100,100,100,100,53
7,100,-81,-60,-96,100,100,-83,-84,-80,-99,-90,100,100,-84,100,100,-65,-60,100,100,100,100,100,100,100,53
8,100,-85,-58,100,100,100,-87,-91,-76,100,100,100,100,-89,100,100,-71,-58,100,100,100,100,100,100,100,53
9,100,-94,100,100,-87,100,-82,-81,-71,100,100,100,100,-88,100,100,-72,-67,100,100,100,100,100,100,100,53
10,100,-86,-59,100,-86,100,-85,-85,-72,100,100,100,100,-99,100,100,-73,-59,100,100,100,100,100,100,100,53
11,100,-83,-73,100,-82,100,-78,-80,-72,100,-86,100,100,-83,100,100,-67,-59,100,100,100,100,100,100,-98,53
12,100,100,-59,100,100,100,-83,-85,-76,100,-90,100,100,-83,100,100,-69,-64,100,100,100,100,100,100,100,53
13,100,-84,-65,100,-80,100,-81,-86,-70,100,-85,100,100,100,100,100,-68,-62,100,100,100,100,100,100,-98,53
14,100,100,-77,100,-87,100,-83,100,-72,100,-86,100,100,-88,100,100,-81,-65,100,100,100,100,100,100,100,53
15,100,-95,-77,-99,-87,100,-79,-85,-72,100,-93,100,100,-88,100,100,-80,-66,100,100,100,100,100,100,100,53
16,100,-82,-65,100,-85,100,-81,-85,-72,-98,100,100,100,-99,100,100,-70,-62,100,100,100,100,100,100,100,53
17,100,-81,-77,-99,100,100,-85,-80,-81,100,-93,100,100,-88,100,100,-68,-65,100,100,100,100,100,100,100,53
18,100,100,-77,100,-80,100,-85,-85,-71,100,-90,100,100,-88,100,100,-68,-66,100,100,100,100,100,100,100,53
19,100,-81,-73,-96,-82,100,-86,-91,-76,100,100,100,100,-83,100,100,-67,-66,100,100,100,100,100,100,100,53
20,100,-90,-60,100,-85,100,-79,-85,-75,100,-86,100,100,-88,100,100,-72,-62,100,100,100,100,100,100,100,53
21,100,100,-77,100,-87,100,-85,-92,-72,100,100,100,100,-87,100,100,-81,-59,100,100,100,100,100,100,100,53
22,100,-86,-77,-99,-85,100,-87,100,-72,-99,100,100,100,-88,100,100,-72,-66,100,100,100,100,100,100,100,53
23,100,-94,-73,100,100,100,-78,-85,-75,100,100,100,100,-83,100,100,-81,100,100,100,100,100,100,100,100,53
24,100,-86,-60,100,-94,100,-81,-91,-77,100,100,100,100,-82,100,100,100,-61,100,100,100,100,100,100,100,53
25,100,-86,-77,100,-85,100,-78,-84,-68,100,100,100,100,-88,100,100,100,-59,100,100,100,100,100,100,100,53
26,100,-81,-61,-95,-94,100,-83,-80,-72,100,-90,100,100,100,100,100,-77,-65,100,100,100,100,100,100,100,53
27,100,-90,-60,100,-87,100,-81,-91,-68,-99,-93,100,100,-96,100,100,-81,-62,100,100,100,100,100,100,100,53
28,100,-81,-77,100,-87,100,-79,-80,-81,100,-86,100,100,-82,100,100,-76,-65,100,100,100,100,100,100,-97,53
29,100,-81,-61,100,-82,100,-79,-91,-81,100,100,100,100,-82,100,100,-67,-65,100,100,100,100,100,100,100,53
30,100,-81,-72,100,-85,100,-86,-86,-81,100,-93,100,100,-88,100,100,-72,-66,100,100,100,100,100,100,100,53
31,100,-90,-77,-95,-80,100,-79,-80,-81,-94,-86,100,100,-82,100,100,-81,-66,100,100,100,100,100,100,-96,53
32,100,-81,-58,-96,-82,100,-79,-80,-69,100,-85,100,100,-82,100,100,-67,-62,100,100,100,100,100,100,100,53
33,100,-81,-77,100,-87,100,-78,100,-76,100,-88,100,100,-96,100,100,-68,-62,100,100,100,100,100,100,100,53
34,100,-94,-59,100,-82,100,-83,-80,-76,100,-90,100,100,-88,100,100,-67,-65,100,100,100,100,100,100,100,53
35,100,-79,-77,100,-94,100,-86,-87,-76,100,-93,100,100,-83,100,100,-70,-62,100,100,100,100,100,100,-102,53
36,100,-81,-73,-99,-80,100,-83,-80,-73,100,-90,100,100,-83,100,100,-76,-66,100,100,100,100,100,100,-98,53
37,100,-90,-73,100,100,100,-79,-85,-71,100,-89,100,100,100,100,100,-67,-59,100,100,100,100,100,100,100,53
38,100,-94,-61,100,-90,100,100,-91,-71,100,-90,100,100,-88,100,100,-71,-61,100,100,100,100,100,100,100,53
39,100,-90,-60,100,-82,100,-81,-80,-76,100,-93,100,100,-83,100,100,100,-62,100,100,100,100,100,-99,100,53
40,100,-78,-61,100,-82,100,-78,-80,-81,100,100,100,100,-88,100,100,-68,-65,100,100,100,100,100,100,100,53
41,100,100,-60,100,-80,100,-79,-91,-68,100,-90,100,100,-97,100,100,-81,-59,100,100,100,100,100,100,100,53
42,100,-81,-61,100,-80,100,-83,-85,-75,-94,-86,100,100,-82,100,100,-81,-66,100,100,100,100,100,100,100,53
43,100,-81,-72,100,-90,100,-78,-80,-71,-94,-86,100,100,-83,100,100,-68,-62,100,100,100,100,100,100,-97,53
44,100,-81,-73,-95,-80,100,-81,-87,-69,100,-88,100,100,-83,100,100,-77,-59,100,100,100,100,100,100,-99,53
45,100,-81,-77,100,-80,100,-87,-86,-81,-94,-89,100,100,-83,100,100,-81,-62,100,100,100,100,100,100,100,53
46,100,-90,-72,100,-82,100,-78,-80,-68,100,-89,100,100,-83,100,100,-67,-59,100,100,100,100,100,100,100,53
47,100,-81,-58,100,-90,100,-79,-86,-71,100,-86,100,100,-83,100,100,-68,-62,100,100,100,100,100,100,100,53
48,100,-90,-58,100,-82,100,-81,-80,-75,-93,-86,100,100,100,100,100,-67,-62,100,100,100,100,100,100,100,53
49,100,-90,-61,-96,-80,100,-78,-80,-68,100,-88,100,100,-83,100,100,-67,-59,100,100,100,100,100,100,100,53
50,100,-90,-73,-95,-80,100,-80,-80,-71,-94,-86,100,100,-82,100,100,-68,-59,100,100,100,100,100,100,100,53
51,100,-83,-72,-95,-82,100,-85,-85,-77,100,-89,100,100,-88,100,100,-77,-62,100,100,100,100,100,100,-97,53
52,100,-81,-73,100,-80,100,-78,-80,-71,100,-86,100,100,-83,100,100,-68,-62,100,100,100,100,100,100,100,53
53,100,-81,-73,-96,-80,100,-78,-86,-68,100,-86,100,100,-83,100,100,-67,-62,100,100,100,100,100,100,100,53
54,100,-86,-59,100,-85,100,-79,-80,-76,100,-86,100,100,-96,100,100,-77,-66,100,100,100,100,100,100,100,53
55,100,-90,-61,100,-80,100,-81,-86,-71,100,-86,100,100,-83,100,100,-77,-59,100,100,100,100,100,100,100,53
56,100,-90,-73,100,-82,100,-81,-80,-76,100,-86,100,100,-84,100,100,-67,-59,100,100,100,100,100,100,100,53
57,100,-81,-65,100,-80,100,-78,-85,-75,-98,-93,100,100,-84,100,100,-68,-65,100,100,100,100,100,100,100,53
58,100,-90,-59,-96,-80,100,-78,-86,-71,-94,-89,100,100,-83,100,100,-67,-62,100,100,100,100,100,100,-98,53
59,100,-81,-59,-95,-80,100,-79,-80,-69,100,-86,100,100,-83,100,100,-68,-59,100,100,100,100,100,100,100,53
1,100,-91,-57,-96,-93,100,-81,-73,-82,-95,-89,100,100,-85,100,100,-73,-61,100,100,100,100,100,100,100,53
2,100,-85,-59,100,-93,100,-80,-80,-82,-94,100,100,100,-87,100,100,-85,-58,100,100,100,100,100,100,100,53
3,100,-83,-57,-96,-92,100,-81,-73,-79,100,-90,100,100,-84,100,100,-86,-58,100,100,100,100,100,-92,100,53
4,100,-85,-58,-96,-87,100,-79,-80,-86,-94,-89,100,100,-83,100,100,-72,-59,100,100,100,100,100,100,100,53
5,100,-82,-64,-96,-93,100,-91,-73,-86,100,-89,100,100,-83,100,100,-73,-58,100,100,100,100,100,100,100,53
6,100,-86,-58,-96,-87,100,-96,-72,-79,100,-93,100,100,-83,100,100,-79,-59,100,100,100,100,100,-91,100,53
7,100,-91,-64,-96,-91,100,-80,-73,-79,-94,100,100,100,-83,-95,100,-84,-58,100,100,100,100,100,-92,100,53
8,100,-87,-64,-95,100,100,-89,-73,-79,-94,-89,100,100,-84,-96,100,-84,-58,100,100,100,100,100,-92,100,53
9,100,-86,-57,-97,-91,100,-81,-80,-83,-99,-94,100,100,-86,-96,100,-72,-58,100,100,100,100,100,100,100,53
10,100,-86,-59,-96,-92,100,-89,-73,-81,-94,-89,100,100,-88,-96,100,-73,-61,100,100,100,100,100,-88,100,53
11,100,-92,-64,-96,-92,100,-81,-73,-81,100,-89,100,100,-87,100,100,-71,-58,100,100,100,100,100,100,100,53
12,100,-86,-64,100,-88,100,-89,-81,-71,-94,-90,100,100,-87,-95,100,-72,-61,100,100,100,100,100,-91,100,53
13,100,-86,-60,-96,-87,100,-81,-81,-71,100,-89,100,100,-83,-95,100,-71,-61,100,100,100,100,100,-92,100,53
14,100,-86,-60,-97,-88,100,-89,-73,-71,100,-89,100,100,-86,100,100,-71,-58,100,100,100,100,100,-92,100,53
15,100,-86,-60,100,-92,100,-89,-83,-81,100,-89,100,100,-87,-96,100,-73,-58,100,100,100,100,100,-92,100,53
16,100,-86,-64,-96,-88,100,-81,-73,-82,-93,-89,100,100,-83,100,100,-73,-58,100,100,100,100,100,100,100,53
17,100,-92,-60,-96,-92,100,-89,-83,-81,-98,-90,100,100,-83,100,100,-73,-58,100,100,100,100,100,-92,100,53
18,100,-86,-60,-96,100,100,-81,-73,-81,100,100,100,100,-86,100,100,-71,-58,100,100,100,100,100,100,100,53
19,100,-86,-57,-96,-87,100,-81,-73,-81,100,100,100,100,-86,-96,100,-71,-58,100,100,100,100,100,100,100,53
20,100,-84,-60,-97,100,100,-81,-73,-71,100,100,100,100,-86,-96,100,-73,-58,100,100,100,100,100,-92,100,53
21,100,-86,-64,-96,-87,100,-89,-80,-71,100,-89,100,100,-86,100,100,-85,-58,100,100,100,100,100,100,100,53
22,100,-86,-64,-96,100,100,-89,-82,-81,100,100,100,100,-83,-96,100,-73,-58,100,100,100,100,100,-95,100,53
23,100,-84,-64,100,-88,100,-81,-80,-81,100,-89,100,100,-86,100,100,-73,-58,100,100,100,100,100,-92,100,53
24,100,-86,-57,-96,-92,100,-81,-81,-71,100,-89,100,100,-87,-95,100,-71,-61,100,100,100,100,100,-92,100,53
25,100,-84,-57,-95,100,100,-89,-80,-81,100,-89,100,100,-87,100,100,-71,-61,100,100,100,100,100,-92,100,53
26,100,-86,-64,-96,-92,100,-89,-83,-81,100,100,100,100,-88,100,100,-71,-58,100,100,100,100,100,100,100,53
27,100,-86,-64,100,-92,100,-89,-82,-82,100,-89,100,100,100,100,100,-73,-58,100,100,100,100,100,-92,100,53
28,100,-84,-57,-96,-92,100,-81,-81,-81,100,-90,100,100,-83,-96,100,-85,-58,100,100,100,100,100,-92,100,53
29,100,-81,-59,100,-87,100,-81,-73,-71,-97,-89,100,100,-88,100,100,-85,-58,100,100,100,100,100,-91,100,53
30,100,-87,-64,100,-91,100,-88,-80,-81,100,-86,100,100,-83,100,100,-92,-58,100,100,100,100,100,-93,100,53
31,100,-85,-65,100,-89,100,-85,-79,-82,-94,-89,100,100,-89,100,100,-71,-58,100,-97,100,100,100,-92,100,53
32,100,-84,-64,100,-91,100,-87,-82,-82,-93,-90,100,100,-87,-96,100,-73,-58,100,100,100,100,100,100,100,53
33,100,-84,-64,-96,100,100,-81,-82,-81,100,-89,100,100,-83,100,100,-71,-58,100,100,100,100,100,-92,100,53
34,100,-93,-64,-96,100,100,-92,-73,-71,100,-89,100,100,-86,100,100,-71,-61,100,100,100,100,100,-92,100,53
35,100,-84,-60,-97,100,100,-89,-73,-81,100,-90,100,100,-86,100,100,-85,-61,100,100,100,100,100,-92,100,53
36,100,-86,-64,100,-87,100,-81,-83,-71,100,-90,100,100,-86,-96,100,-71,-58,100,100,100,100,100,-92,100,53
37,100,-86,-57,-96,-87,100,-91,-82,-81,100,-89,100,100,-83,100,100,-85,-61,100,100,100,100,100,100,100,53
38,100,-85,-57,-96,-88,100,-89,-81,-81,100,-89,100,100,-86,100,100,-71,-58,100,100,100,100,100,100,100,53
39,100,-86,-60,-96,-92,100,-92,-73,-82,-94,100,100,100,-83,100,100,100,-58,100,100,100,100,100,100,100,53
40,100,-84,-64,-97,100,100,-92,-73,-81,100,-89,100,100,-83,100,100,-71,-58,100,100,100,100,100,-92,100,53
41,100,-84,-60,-96,100,100,-81,-73,-81,-94,-89,100,100,-86,100,100,-71,-58,100,100,100,100,100,-92,100,53
42,100,-84,-60,100,100,100,100,-73,-81,100,-94,100,100,-88,100,100,-71,-58,100,100,100,100,100,100,100,53
43,100,-86,-57,-97,100,100,-81,-73,-81,-94,-89,100,100,-86,100,100,-71,-58,100,100,100,100,100,-95,100,53
44,100,-84,-60,-96,-92,100,-81,-82,-82,-94,100,100,100,-88,100,100,-71,-58,100,100,100,100,100,-92,100,53
45,100,-81,-59,-97,-90,100,-81,-81,-79,-94,-93,100,100,-87,-96,100,-87,-60,100,100,100,100,100,100,100,53
46,100,-89,-64,100,-92,100,-81,-81,-72,100,-89,100,100,-87,100,100,-71,-58,100,100,100,100,100,-93,100,53
47,100,-84,-64,100,100,100,-89,-81,-81,100,-90,100,100,-88,100,100,-72,-58,100,100,100,100,100,100,100,53
48,100,-86,-57,-96,-88,100,-92,-83,-82,-97,-89,100,100,-86,100,100,-73,-58,100,100,100,100,100,100,100,53
49,100,-88,-68,100,-88,100,-91,-82,-71,100,-94,100,100,-86,-95,100,-71,-59,100,100,100,100,100,100,100,53
50,100,-84,-60,100,-92,100,-92,-81,-71,-94,-89,100,100,-87,-96,100,-73,-61,100,100,100,100,100,100,100,53
51,100,-86,-57,-96,-87,100,-89,-83,-71,100,100,100,100,-86,-96,100,-85,-58,100,100,100,100,100,100,100,53
52,100,-84,-64,-96,-92,100,-81,-83,-81,-94,100,100,100,-88,100,100,-73,-61,100,100,100,100,100,100,100,53
53,100,-84,-64,100,-92,100,-81,-83,-81,-98,-89,100,100,-88,100,100,-73,-61,100,100,100,100,100,100,100,53
54,100,-84,-60,-96,-92,100,-81,-73,-81,100,-89,100,100,-87,100,100,-73,-58,100,100,100,100,100,100,100,53
55,100,-92,-60,-96,-92,100,-81,-81,-81,100,-89,100,100,-87,100,100,-72,-61,100,100,100,100,100,100,100,53
56,100,-86,-64,100,-92,100,-89,-83,-82,100,-89,100,100,-88,100,100,-85,-58,100,100,100,100,100,-92,100,53
57,100,-86,-60,100,-92,100,-81,-73,-81,100,-89,100,100,-88,100,100,-72,-58,100,100,100,100,100,-93,100,53
58,100,-86,-57,-96,-92,100,-81,-81,-71,100,-89,100,100,-87,100,100,-85,-58,100,100,100,100,100,100,100,53
59,100,-86,-60,100,-92,100,-89,-73,-81,100,-90,100,100,-88,100,100,-85,-58,100,100,100,100,100,-92,100,53
1,100,-88,-68,-93,100,100,-91,-79,-74,100,100,100,100,-80,100,100,-67,-54,100,100,100,100,100,100,100,53
2,100,-87,-61,-93,-88,100,-89,-79,-73,100,100,100,100,-80,100,100,-67,-55,100,100,100,100,100,100,100,53
3,100,-90,-63,100,-85,100,100,-95,-74,100,-92,100,100,-78,100,100,-76,-65,100,100,100,100,100,100,100,53
4,100,-80,-63,100,-85,100,-91,-78,-73,-99,-93,100,100,-80,100,100,-67,-55,100,100,100,100,100,100,100,53
5,100,-80,-61,-93,-88,100,-91,-81,-81,100,100,100,100,-87,100,100,-66,-55,100,100,100,100,100,100,-101,53
6,100,-89,-70,-93,-84,100,-97,100,-74,100,-93,100,100,-79,100,100,-67,-55,100,100,100,100,100,100,100,53
7,100,-81,-61,-93,100,100,-90,-81,-83,100,100,100,100,-87,100,100,-66,-55,100,100,100,100,100,100,100,53
8,100,-88,-64,-96,-85,100,100,-93,-80,100,-93,100,100,-79,100,100,-67,-65,100,100,100,100,100,100,100,53
9,100,-88,-62,100,-85,100,-88,-80,-72,-98,100,100,100,-79,100,100,-66,-55,100,100,100,100,100,100,100,53
10,100,-86,-64,-96,-85,100,-89,-78,-79,100,100,100,100,-87,100,100,-75,-55,100,100,100,100,100,-97,100,53
11,100,-82,-61,-93,-85,100,-90,-78,-72,100,100,100,100,-87,100,100,-67,-55,100,100,100,100,100,100,100,53
12,100,-87,-66,-97,-88,100,-89,-78,-78,100,100,100,100,-79,100,100,-66,-53,100,100,100,100,100,-92,100,53
13,100,-90,-66,100,-85,100,-93,-78,-79,100,100,100,100,-87,100,100,-67,-65,100,100,100,100,100,100,100,53
14,100,-81,-66,-93,-87,100,-93,-81,-81,100,-93,100,100,-79,100,100,-74,-65,100,100,100,100,100,100,100,53
15,100,-90,-66,-93,-85,100,-89,-78,-79,100,100,100,100,-87,100,100,-66,-55,100,100,100,100,100,100,100,53
16,100,100,-61,-93,-85,100,-93,-95,-81,100,100,100,100,-80,100,100,-75,-65,100,100,100,100,100,-97,100,53
17,100,-88,-63,-96,-85,100,-91,-78,-73,100,-92,100,100,-78,100,100,-75,-53,100,100,100,100,100,-97,100,53
18,100,-88,-66,-97,-85,100,-89,-78,-81,100,-93,100,100,-87,100,100,-67,-65,100,100,100,100,100,-97,100,53
19,100,-81,-66,-96,-87,100,100,-78,-73,100,-93,100,100,-78,100,100,100,-54,100,100,100,100,100,-93,100,53
20,100,-90,-61,100,-88,100,-94,-81,-79,100,100,100,100,-78,100,100,-75,-53,100,100,100,100,100,100,100,53
21,100,-88,-63,-97,-85,100,-91,-81,-81,-99,-93,100,100,-78,100,100,-66,-55,100,100,100,100,100,-93,100,53
22,100,-81,-66,-96,-85,100,-94,-81,-79,100,100,100,100,-80,100,100,-67,-54,100,100,100,100,100,100,100,53
23,100,-88,-63,-93,-87,100,-93,-81,-81,-98,100,100,100,-79,100,100,-75,-55,100,100,100,100,100,-93,100,53
24,100,-81,-61,-93,-85,100,-94,-81,-81,100,100,100,100,-78,100,100,-75,-55,100,100,100,100,100,-93,100,53
25,100,-90,-63,-93,100,100,-94,-81,-81,100,-92,100,100,-79,100,100,-75,-53,100,100,100,100,100,-93,100,53
26,100,-81,-61,-93,-87,100,100,-81,-81,100,-93,100,100,-87,100,100,-75,-53,100,100,100,100,100,-93,100,53
27,100,-90,-61,-93,-85,100,100,-81,-81,100,-93,100,100,-79,100,100,-67,-54,100,100,100,100,100,-93,100,53
28,100,-89,-61,-98,-85,100,-91,-81,-79,-98,-93,100,100,-78,100,100,-67,-55,100,100,100,100,100,-91,-100,53
29,100,-84,-61,-92,-88,100,100,-78,-73,-98,-93,100,100,-79,100,100,-68,-54,100,100,100,100,100,-96,100,53
30,100,-91,-64,-93,-85,100,-91,-94,-80,100,100,100,100,-79,100,100,-67,-64,100,100,100,100,100,-96,100,53
31,100,-80,-63,-96,-88,100,100,-82,-78,100,100,100,100,-78,100,100,-66,-65,100,100,100,100,100,100,100,53
32,100,-92,-63,-99,100,100,-90,-79,-80,100,100,100,100,-78,100,100,-67,-53,100,100,100,100,100,100,100,53
33,100,-88,-64,100,-88,100,-90,-78,100,100,-93,100,100,-87,100,100,-67,-64,100,100,100,100,100,-97,100,53
34,100,-93,-67,100,-87,100,-95,-78,-78,100,-93,100,100,-78,100,100,-66,-55,100,100,100,100,100,100,100,53
35,100,-81,-67,-99,-85,100,-90,-94,-80,100,-93,100,100,-87,100,100,-75,-55,100,100,100,100,100,-93,100,53
36,100,-81,-63,-97,100,100,-93,-81,-73,100,-93,100,100,-79,100,100,-66,-53,100,100,100,100,100,-93,100,53
37,100,-81,-66,-96,100,100,100,-78,-79,100,100,100,100,-79,100,100,100,-54,100,100,100,100,100,100,100,53
38,100,-81,-63,100,-87,100,-93,100,-79,100,100,100,100,-79,100,100,100,-65,100,100,100,-94,100,-97,100,53
39,100,-88,-66,-93,-88,100,100,-81,-73,100,-92,100,100,-78,100,100,-67,-65,100,100,100,100,100,100,100,53
40,100,-89,-61,-93,-85,100,-91,-78,-79,100,100,100,100,-78,100,100,-67,-65,100,100,100,100,100,-93,100,53
41,100,-81,-63,100,-88,100,-89,-81,-73,-99,100,100,100,-78,100,100,-75,-65,100,100,100,100,100,-97,100,53
42,100,-81,-66,-96,-85,100,-94,-81,-73,-98,-93,100,100,-78,100,100,-67,-65,100,100,100,100,100,-93,100,53
43,100,-81,-63,-93,100,100,-94,-81,-73,-99,-93,100,100,-80,100,100,-75,-53,100,100,100,100,100,-91,100,53
44,100,-89,-63,-93,-85,100,-90,-78,-73,100,100,100,100,-78,100,100,-67,-54,100,100,100,100,100,-96,100,53
45,100,-81,-61,-93,-99,100,100,-78,-79,100,-93,100,100,-78,100,100,-75,-55,100,100,100,100,100,-93,100,53
46,100,-81,-66,-99,-85,100,-89,-81,-73,100,-93,100,100,-78,100,100,-75,-55,100,100,100,100,100,100,100,53
47,100,-81,-66,-99,-87,100,-94,-78,-73,100,100,100,100,-87,100,100,-75,-55,100,100,100,100,100,100,100,53
48,100,-90,-61,-96,-88,100,-91,-81,-73,-99,100,100,100,-78,100,100,-66,-65,100,100,100,100,100,100,100,53
49,100,-90,-61,-93,100,100,100,-81,-73,-99,-93,100,100,-79,100,100,-66,-54,100,100,100,100,100,-98,100,53
50,100,-81,-61,100,-87,100,-91,-78,-81,100,100,100,100,-79,100,100,-67,-54,100,100,100,100,100,100,100,53
51,100,-81,-61,-96,-85,100,-89,-81,-73,100,-92,100,100,-79,100,100,-67,-53,100,100,100,100,100,-97,100,53
52,100,-90,-61,-93,-85,100,-89,-81,-79,100,-93,100,100,-79,100,100,-67,-55,100,100,100,100,100,100,100,53
53,100,-89,-61,-99,-85,100,-91,-81,-73,100,100,100,100,-87,100,100,-66,-65,100,100,100,100,100,100,100,53
54,100,-89,-66,100,-88,100,100,-81,-79,100,-93,100,100,-78,100,100,-75,-65,100,100,100,100,100,100,100,53
55,100,-90,-61,-93,-88,100,-90,-96,-73,100,-93,100,100,-78,100,100,-66,-54,100,100,100,100,100,100,100,53
56,100,-90,-61,100,100,100,-89,-81,-73,100,-93,100,100,-78,100,100,-67,-55,100,100,100,100,100,100,100,53
57,100,-89,-61,-99,-87,100,100,-82,-73,100,100,100,100,-78,100,100,-67,-65,100,100,100,100,100,100,100,53
58,100,-81,-61,100,-88,100,-94,-81,-80,100,100,100,100,-80,100,100,-66,-54,100,100,100,100,100,-92,100,53
59,100,-90,-61,-93,-85,100,-90,-78,-73,100,100,100,100,-78,100,100,-75,-65,100,100,100,100,100,100,100,53
1,-84,-66,-83,100,-65,-84,-89,-90,-67,100,100,100,-84,-85,-80,-86,-93,-73,-88,100,100,100,100,100,-74,31
2,100,-73,-87,100,-64,-82,-82,-95,-81,100,100,100,-86,-87,-81,-85,-79,-69,-89,100,-93,100,100,100,-76,31
3,-91,-62,-87,100,-65,-79,-89,-89,-67,100,100,100,-88,-79,-79,-97,-81,-76,100,100,100,100,100,100,-86,31
4,-91,-80,-87,100,-65,-89,-90,-89,-76,100,100,100,-87,-80,-75,-99,-73,-67,100,100,-93,100,100,100,-81,31
5,-85,-61,-89,100,-63,-88,-91,-90,-67,-97,100,100,100,-78,-78,-86,-74,100,-79,100,100,100,100,100,-81,31
6,-91,-68,-86,100,-61,-89,-89,100,-76,100,100,100,-86,-86,-82,-86,-82,-73,-94,100,100,100,100,100,-83,31
7,-88,-61,-89,100,-62,-83,-83,-89,-80,100,100,100,-89,-79,-82,-86,-86,-73,-79,100,100,100,100,100,-77,31
8,-90,-71,-83,100,-64,-81,-82,100,-68,100,100,100,-87,-81,-84,-85,-73,-67,-79,100,100,100,100,100,-82,31
9,-94,-69,-90,100,-62,-83,-93,-89,-83,100,100,100,-86,-77,-80,100,-84,-74,100,100,-98,100,100,100,-78,31
10,-85,-63,-85,100,-65,-86,-91,100,-79,100,100,-97,-85,-78,-78,-90,-74,-68,-79,100,100,100,100,100,-81,31
11,100,-71,-88,100,-62,-82,-88,-89,-79,100,100,100,-82,-86,-76,-85,-88,-74,-77,100,100,100,100,100,-82,31
12,-88,-80,-87,100,-64,100,-84,-90,-66,100,100,100,-88,-79,-79,-85,-88,-73,-79,100,100,100,100,100,-83,31
13,-88,-71,-88,100,-62,-83,-83,-90,-85,100,100,100,-89,-79,-79,-93,-82,-68,-96,100,100,100,100,100,-77,31
14,-94,-80,-88,100,-63,100,-89,100,-85,-96,100,100,-88,-79,-75,-98,-82,-68,-79,100,-94,100,100,100,-80,31
15,-88,-71,-88,100,-62,-83,-89,-90,-85,100,100,100,-88,-86,-79,-86,-82,-67,-79,100,100,100,100,100,-77,31
16,-88,-71,-88,100,-62,-83,-91,-90,-77,100,100,100,-88,-77,-75,-86,-73,-68,-79,100,100,100,100,100,-82,31
17,-89,-71,-88,100,-66,-86,-91,100,-66,100,100,100,-81,-77,-82,-85,-73,-68,100,100,-94,100,100,100,-81,31
18,-88,-80,-88,100,-62,-83,-91,100,-77,100,100,100,-89,-79,-82,100,-73,-68,-95,100,100,100,100,100,-82,31
