index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification,-85.6
10,2022-07-23-14:27:36,-88,-74,100,100,-95,-71,100,100,100,100,100,100,-83,-79,-88,100,-89,100,100,100,100,100,100,100,-66,-85,35,
11,2022-07-23-14:27:41,-80,-67,100,100,-89,-71,100,100,100,100,100,100,-89,-82,-88,100,-77,100,100,100,100,100,100,100,-62,-79,35,
12,2022-07-23-14:27:46,-88,-67,100,100,-96,-72,100,100,100,100,100,100,-79,-90,-87,100,-89,-86,100,100,100,100,100,100,-66,-78,35,
13,2022-07-23-14:27:51,-88,-68,100,100,-89,-69,100,100,100,100,100,100,-85,-89,-89,100,-79,-86,100,100,100,100,100,100,-58,-82,35,
14,2022-07-23-14:27:56,100,-67,100,100,-88,-71,100,100,-96,100,100,100,-85,-89,-88,100,-77,-86,100,100,100,100,100,100,-62,-86,35,
15,2022-07-23-14:28:01,-80,-68,100,100,-89,-72,100,100,100,100,100,100,-79,-78,-88,100,-77,-86,100,100,100,100,100,100,-66,-79,35,
16,2022-07-23-14:28:06,-88,-74,100,100,-89,-69,100,100,100,100,100,100,-85,-89,-88,100,-79,-86,100,100,100,100,100,100,-66,-82,35,
17,2022-07-23-14:28:11,-88,-67,100,100,-89,-69,100,100,100,100,100,100,-85,-89,-87,100,-78,-87,100,100,100,100,100,100,-67,-86,35,
18,2022-07-23-14:28:16,-80,-67,100,100,-89,-71,100,100,100,100,100,100,-79,-78,-87,100,-89,-86,100,100,100,100,100,100,-58,-78,35,
19,2022-07-23-14:28:21,-80,-74,100,100,-89,-69,100,100,-95,100,100,100,-85,-78,-87,100,-89,100,100,100,100,100,100,100,-62,-82,35,
20,2022-07-23-14:28:26,-89,-67,100,100,-89,-71,100,100,-91,100,100,100,-83,-88,-87,100,-77,-87,100,100,100,100,100,100,-66,-86,35,
21,2022-07-23-14:28:31,-80,-67,100,100,-89,-72,100,100,-96,100,100,100,-79,-78,-87,100,-89,-86,100,100,100,100,100,100,-58,-86,35,
22,2022-07-23-14:28:36,-89,-69,100,100,-96,-69,100,100,-90,100,100,100,-85,-90,-87,100,-78,-86,100,100,100,100,100,100,-62,-77,35,
23,2022-07-23-14:28:41,-88,-74,100,100,-89,-71,100,100,100,100,100,100,-84,-89,-88,100,-77,-86,100,100,100,100,100,100,-66,-82,35,
24,2022-07-23-14:28:46,-80,-69,100,100,-96,-71,100,100,100,100,100,100,-85,-78,-89,100,-79,-86,100,100,100,100,100,100,-66,-82,35,
25,2022-07-23-14:28:51,-88,-67,100,100,-89,-71,100,100,100,100,100,100,-85,-89,-88,100,-77,-87,100,100,100,100,100,100,-58,-86,35,
26,2022-07-23-14:28:56,-88,-70,100,100,-93,-69,100,100,100,100,100,100,-85,-90,-88,100,-78,-86,100,100,100,100,100,100,-66,-79,35,
27,2022-07-23-14:29:01,-88,-67,100,100,-96,-71,100,100,-96,100,100,100,-85,-89,-88,100,-89,-87,100,100,100,100,100,100,-66,-86,35,
28,2022-07-23-14:29:06,-88,-67,100,100,-89,-71,100,100,-90,100,100,100,-80,-89,-88,100,-89,-86,100,100,100,100,100,100,-62,-86,35,
29,2022-07-23-14:29:11,-89,-74,100,100,100,-69,100,100,-95,100,100,100,-85,-78,-88,100,-79,-86,100,100,100,100,100,100,-66,-82,35,
30,2022-07-23-14:29:16,-88,-74,100,100,-89,-71,100,100,100,100,100,100,-85,-89,-88,100,-78,-86,100,100,100,100,100,100,-66,-82,35,
31,2022-07-23-14:29:21,-88,-68,100,100,-89,-72,100,100,-91,100,100,100,-85,-89,-87,100,-77,-86,100,100,100,100,100,100,-62,-79,35,
32,2022-07-23-14:29:26,-80,-67,100,100,-89,-69,100,100,-91,100,100,100,-85,-78,-88,100,-89,-86,100,100,100,100,100,100,-62,-82,35,
33,2022-07-23-14:29:31,-89,-74,100,100,-88,-70,100,100,-96,100,100,100,-85,-78,-89,100,-79,-87,100,100,100,100,100,100,-66,-86,35,
34,2022-07-23-14:29:36,-88,-67,100,100,-96,-71,100,100,-91,100,100,100,-79,-89,-87,100,-77,-86,100,100,100,100,100,100,-58,-85,35,
35,2022-07-23-14:29:41,-88,-67,100,100,-89,-69,100,100,100,100,100,100,-85,-90,-87,100,-77,-87,100,100,100,100,100,100,-62,-78,35,
36,2022-07-23-14:29:46,-80,-68,100,100,-89,-69,100,100,-91,100,100,100,-80,-90,-88,100,-77,-87,100,100,100,100,100,100,-62,-82,35,
37,2022-07-23-14:29:51,-89,-67,100,100,100,-71,100,100,100,100,100,100,-85,-89,-93,100,-77,-87,100,100,100,100,100,100,-58,-85,35,
38,2022-07-23-14:29:56,-89,-67,100,100,-89,-71,100,100,-96,100,100,100,-79,-78,-88,100,-89,-86,100,100,100,100,100,100,-62,-78,35,
39,2022-07-23-14:30:01,-80,-68,100,100,-97,-69,100,100,-96,100,100,100,-85,-78,-88,100,-77,100,100,100,100,100,100,100,-62,-79,35,
40,2022-07-23-14:30:06,-89,-67,100,100,-89,-71,100,100,100,100,100,100,-85,-78,-93,100,-77,-87,100,100,100,100,100,100,-58,-82,35,
41,2022-07-23-14:30:11,-80,-68,100,100,-89,-71,100,100,100,100,100,100,-79,-78,-87,100,-79,-87,100,100,100,100,100,100,-62,-78,35,
42,2022-07-23-14:30:16,-89,-74,100,100,-89,-72,100,100,100,100,100,100,-79,-90,-88,100,-78,-86,100,100,100,100,100,100,-66,-78,35,
43,2022-07-23-14:30:21,-89,-67,100,100,-89,-69,100,100,100,100,100,100,-85,-89,-88,100,-77,-86,100,100,100,100,100,100,-58,-85,35,
44,2022-07-23-14:30:26,-80,-68,100,100,-89,-69,100,100,100,100,100,100,-85,-78,-88,100,-77,-87,100,100,100,100,100,100,-62,-79,35,
45,2022-07-23-14:30:31,-80,-74,100,100,-89,-72,100,100,-91,100,100,100,-79,-78,-88,100,-89,-87,100,100,100,100,100,100,-62,-78,35,
46,2022-07-23-14:30:36,-89,-68,100,100,-89,-69,100,100,100,100,100,100,-85,-78,100,100,-78,-86,100,100,100,100,100,100,-66,-86,35,
47,2022-07-23-14:30:41,-88,-67,100,100,-89,-69,100,100,-91,100,100,100,-85,-89,-88,100,-77,-86,100,100,100,100,100,100,-58,-79,35,
48,2022-07-23-14:30:46,-80,-68,100,100,-89,-71,100,100,-91,100,100,100,-85,-78,-87,100,-89,-86,100,100,100,100,100,100,-62,-78,35,
49,2022-07-23-14:30:51,-89,-68,100,100,-89,-69,100,100,100,100,100,100,-85,-78,-87,100,-79,-86,100,100,100,100,100,100,-66,-82,35,
50,2022-07-23-14:30:56,-88,-67,100,100,-89,-71,100,100,-91,100,100,100,-85,-89,-88,100,-77,-87,100,100,100,100,100,100,-58,-86,35,
51,2022-07-23-14:31:01,-80,-68,100,100,-89,-72,100,100,-91,100,100,100,-85,-78,-87,100,-77,-86,100,100,100,100,100,100,-62,-85,35,
52,2022-07-23-14:31:06,-89,-68,100,100,-89,-69,100,100,100,100,100,100,-85,-90,-87,100,-78,-86,100,100,100,100,100,100,-66,-78,35,
53,2022-07-23-14:31:11,-88,-67,100,100,-89,-71,100,100,100,100,100,100,-85,-89,-88,100,-77,-87,100,100,100,100,100,100,-58,-79,35,
54,2022-07-23-14:31:16,-93,-70,100,100,-89,-77,100,100,-96,100,100,100,-85,-78,-88,100,-84,-87,100,100,100,100,100,100,-66,-82,35,
55,2022-07-23-14:31:21,-88,-74,100,100,-89,-69,100,100,-96,100,100,100,-79,-89,100,100,-89,-87,100,100,100,100,100,100,-58,-86,35,
56,2022-07-23-14:31:26,100,-67,100,100,-96,-71,100,100,100,100,100,100,-79,-90,-88,100,-77,100,100,100,100,100,100,100,-62,-79,35,
57,2022-07-23-14:31:31,-93,-68,100,100,-89,-69,100,100,100,100,100,100,-85,-93,-87,100,-81,-91,100,100,100,100,100,100,-62,-85,35,
58,2022-07-23-14:31:36,-88,-73,100,100,-89,-72,100,100,-91,100,100,100,-79,-78,-87,100,-89,-86,100,100,100,100,100,100,-62,-79,35,
59,2022-07-23-14:31:41,-80,-67,100,100,100,-72,100,100,-91,100,100,100,-85,-89,-88,100,-77,-87,100,100,100,100,100,100,-66,-85,35,
