index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification,-82.7
23,2022-07-23-15:14:34,-79,-73,100,100,-87,-61,100,100,100,100,100,100,-82,-76,100,100,-79,100,100,100,100,100,100,100,-76,-58,38,
24,2022-07-23-15:14:39,-97,-77,100,100,-78,-69,100,100,100,100,100,100,-79,-76,100,100,-80,100,100,100,100,100,100,100,-73,-70,38,
25,2022-07-23-15:14:44,-79,-80,100,100,-78,-69,100,100,100,100,100,100,-81,100,100,100,-81,100,100,100,100,-86,100,100,-76,-71,38,
26,2022-07-23-15:14:49,-84,-80,100,100,100,-69,100,100,100,100,100,100,-79,-76,100,100,-79,100,100,100,100,100,100,100,-76,-58,38,
27,2022-07-23-15:14:54,-97,-77,100,100,-86,-61,100,100,100,100,100,100,-81,-76,100,100,-81,100,100,100,100,100,100,100,-73,-68,38,
28,2022-07-23-15:14:59,-84,-80,100,100,-87,-69,100,100,100,100,100,100,-82,-76,100,100,-79,100,100,100,100,-86,100,100,-76,-67,38,
29,2022-07-23-15:15:04,-83,-77,100,100,-86,-61,100,100,100,100,100,100,-82,-92,100,100,-71,100,100,100,100,100,100,100,-76,-70,38,
30,2022-07-23-15:15:09,100,-77,100,100,-84,-61,100,100,100,100,100,100,-85,-90,100,100,-79,100,100,100,100,-84,100,100,-81,-58,38,
31,2022-07-23-15:15:14,-98,-77,100,100,-87,-61,100,100,100,100,100,100,-79,-91,100,100,-71,100,100,100,100,-85,100,100,-73,-71,38,
32,2022-07-23-15:15:19,-79,-80,100,100,-87,-69,100,100,100,100,100,100,-82,-76,100,100,-80,100,100,100,100,-86,100,100,-73,-71,38,
33,2022-07-23-15:15:24,-83,-73,100,100,-87,-69,100,100,100,100,100,100,-82,-93,-94,100,-80,100,100,100,100,-86,100,100,-76,-67,38,
34,2022-07-23-15:15:29,-95,-78,100,100,-93,-69,100,100,-96,100,100,100,-80,-91,100,100,-79,-96,100,100,100,100,100,100,-78,-58,38,
35,2022-07-23-15:15:34,-84,-80,100,100,-85,-61,100,100,100,100,100,100,-80,-78,-95,100,-71,100,100,100,100,100,100,100,-72,-58,38,
36,2022-07-23-15:15:39,-93,-79,100,100,-87,-64,100,100,100,100,100,100,-80,-88,100,100,-78,100,100,100,100,-99,100,100,-78,-67,38,
37,2022-07-23-15:15:44,-85,-77,100,100,-84,-61,100,100,100,100,100,100,-81,-93,100,100,-78,100,100,100,100,-88,100,100,-73,-59,38,
38,2022-07-23-15:15:49,-80,-80,100,100,-85,-69,100,100,100,100,100,100,-80,-79,100,100,-77,100,100,100,100,100,100,100,-76,-58,38,
39,2022-07-23-15:15:54,-84,-80,100,100,-87,-61,100,100,100,100,100,100,-82,-76,-93,100,-71,100,100,100,100,100,100,100,-73,-58,38,
40,2022-07-23-15:15:59,-84,-73,100,100,-86,-61,100,100,100,100,100,100,-82,-92,100,100,-79,100,100,100,100,-86,100,100,-81,-58,38,
41,2022-07-23-15:16:04,-79,-73,100,100,-78,-61,100,100,100,100,100,100,-81,-76,100,100,-79,100,100,100,100,100,100,100,-76,-71,38,
42,2022-07-23-15:16:09,-79,-77,100,100,-85,-61,100,100,100,100,100,100,-86,-76,-96,100,-71,100,100,100,100,100,100,100,-81,-67,38,
43,2022-07-23-15:16:14,-81,-73,100,100,-78,-61,100,100,100,100,100,100,-80,-79,-94,100,-70,100,100,100,100,100,100,100,-73,-58,38,
44,2022-07-23-15:16:19,-78,-84,100,100,-88,-59,100,100,100,100,100,100,-81,-77,100,100,-70,100,100,100,100,-86,100,100,-75,-68,38,
45,2022-07-23-15:16:24,-83,-80,100,100,-84,-62,100,100,100,100,100,100,-80,-77,-94,100,-73,100,100,100,100,100,100,100,-76,-68,38,
46,2022-07-23-15:16:29,-84,-77,100,100,-88,-66,100,100,100,100,100,100,-82,-87,-96,100,-77,100,100,100,100,100,100,100,-77,-59,38,
47,2022-07-23-15:16:34,-80,-84,100,100,-88,-65,100,100,100,100,100,100,-78,-88,100,100,-81,100,100,100,100,-89,100,100,-74,-58,38,
48,2022-07-23-15:16:39,-78,-87,100,100,-96,-61,100,100,-98,100,100,100,-85,-88,100,100,-89,100,100,100,100,100,100,100,-82,-74,38,
49,2022-07-23-15:16:44,-98,-77,100,100,-85,-62,100,100,100,100,100,100,-82,-91,100,100,-71,100,100,100,100,100,100,100,-73,-68,38,
50,2022-07-23-15:16:49,-79,-77,100,100,-87,-69,100,100,100,100,100,100,-82,-76,100,100,-71,100,100,100,100,-91,100,100,-81,-67,38,
51,2022-07-23-15:16:54,-83,-73,100,100,-78,-62,100,100,100,100,100,100,-82,-92,100,100,-71,100,100,100,100,100,100,100,-73,-71,38,
52,2022-07-23-15:16:59,-83,-73,100,100,-78,-61,100,100,100,100,100,100,-80,-90,100,100,-71,100,100,100,100,100,100,100,-73,-68,38,
53,2022-07-23-15:17:04,-83,-77,100,100,-78,-69,100,100,100,100,100,100,-79,-76,-96,100,-80,100,100,100,100,-90,100,100,100,-70,38,
54,2022-07-23-15:17:09,-79,-73,100,100,-86,-64,100,100,100,100,100,100,-82,-90,100,100,-80,100,100,100,100,100,100,100,-81,-68,38,
55,2022-07-23-15:17:14,-81,-77,100,100,-79,-61,100,100,100,100,100,100,-84,-77,-96,100,-82,100,100,100,100,100,100,100,-81,-69,38,
56,2022-07-23-15:17:19,-82,-73,100,100,100,-62,100,100,100,100,100,100,-84,-90,-93,100,-82,100,100,100,100,100,100,100,-82,-58,38,
57,2022-07-23-15:17:24,-86,-80,100,100,-87,-61,100,100,100,100,100,100,-85,-76,-94,100,-80,100,100,100,100,100,100,100,-81,-58,38,
58,2022-07-23-15:17:29,-83,-80,100,100,-87,-62,100,100,100,100,100,100,-79,-92,100,100,-80,100,100,100,100,-91,100,100,-76,-71,38,
59,2022-07-23-15:17:34,-79,-77,100,100,-87,-69,100,100,100,100,100,100,-79,-76,100,100,-71,100,100,100,100,100,100,100,-76,-67,38,
