index,time,rvX,rvY,rvZ,rvW,gacX,gacY,gacZ,lacX,lacY,lacZ
20,2022-12-01-14:01:32:627,0.08781684,-0.035602536,-0.65286493,0.751524,-0.47516423,1.7748332,9.632995,0.6145022,-0.42122293,0.8824234
21,2022-12-01-14:01:32:637,0.08781684,-0.035602536,-0.65286493,0.751524,-0.47516423,1.7748332,9.632995,0.6145022,-0.42122293,0.8824234
22,2022-12-01-14:01:32:648,0.08785305,-0.035550576,-0.6528755,0.75151294,-0.4626591,1.7962912,9.629624,0.55807024,-0.17189324,-0.3809042
23,2022-12-01-14:01:32:659,0.08795221,-0.038260125,-0.653199,0.75108695,-0.44710115,1.7970992,9.630209,0.36215934,0.10276866,-0.3947811
24,2022-12-01-14:01:32:669,0.08795221,-0.038260125,-0.653199,0.75108695,-0.44710115,1.7970992,9.630209,0.36215934,0.10276866,-0.3947811
25,2022-12-01-14:01:32:680,0.09251865,-0.038240794,-0.65311986,0.7506081,-0.4224406,1.7830297,9.633937,0.36215934,0.10276866,-0.3947811
26,2022-12-01-14:01:32:690,0.091238655,-0.0403534,-0.65334475,0.7504584,-0.4224406,1.7830297,9.633937,0.076756656,0.24905777,0.28049755
27,2022-12-01-14:01:32:707,0.091238655,-0.0403534,-0.65334475,0.7504584,-0.41903147,1.7942625,9.632,-0.27122498,0.356027,0.1595869
28,2022-12-01-14:01:32:717,0.0979318,-0.041480612,-0.6530627,0.74979854,-0.41903147,1.7942625,9.632,-0.27122498,0.356027,0.1595869
29,2022-12-01-14:01:32:727,0.09700782,-0.042066213,-0.65197575,0.7508312,-0.43682325,1.8201244,9.626355,-0.45475537,0.34309185,-0.26928902
30,2022-12-01-14:01:32:737,0.09700782,-0.042066213,-0.65197575,0.7508312,-0.43682325,1.8201244,9.626355,-0.45475537,0.34309185,-0.26928902
31,2022-12-01-14:01:32:748,0.09700782,-0.042066213,-0.65197575,0.7508312,-0.44029653,1.8287913,9.624555,-0.2264188,0.17992663,-0.24175835
32,2022-12-01-14:01:32:757,0.09700782,-0.042066213,-0.65197575,0.7508312,-0.44029653,1.8287913,9.624555,-0.2264188,0.17992663,-0.24175835
33,2022-12-01-14:01:32:767,0.09245373,-0.046128903,-0.6515914,0.75150067,-0.42615265,1.8209118,9.626684,-0.061107844,0.061267257,-0.06961918
34,2022-12-01-14:01:32:777,0.09100115,-0.04483638,-0.6506663,0.7525569,-0.42615265,1.8209118,9.626684,-0.061107844,0.061267257,-0.06961918
35,2022-12-01-14:01:32:788,0.09100115,-0.04483638,-0.6506663,0.7525569,-0.40674898,1.8139482,9.628839,0.0798341,0.049108863,-0.004761696
36,2022-12-01-14:01:32:800,0.07615853,-0.04553806,-0.65079975,0.7540464,-0.40674898,1.8139482,9.628839,0.0798341,0.049108863,-0.004761696
37,2022-12-01-14:01:32:809,0.07603173,-0.046346888,-0.65200025,0.7529721,-0.38622382,1.8119954,9.630052,0.26243484,0.059771657,-0.24224472
38,2022-12-01-14:01:32:820,0.07603173,-0.046346888,-0.65200025,0.7529721,-0.37183222,1.8012363,9.632636,0.23826289,0.10709131,-0.10286331
39,2022-12-01-14:01:32:831,0.07437488,-0.051665887,-0.6516726,0.75307494,-0.37183222,1.8012363,9.632636,0.23826289,0.10709131,-0.10286331
40,2022-12-01-14:01:32:840,0.07437488,-0.051665887,-0.6516726,0.75307494,-0.37183222,1.8012363,9.632636,0.23826289,0.10709131,-0.10286331
41,2022-12-01-14:01:32:851,0.074209064,-0.052197702,-0.6516387,0.75308394,-0.37147874,1.7847642,9.6357155,0.12799215,0.17031205,0.17474842
42,2022-12-01-14:01:32:862,0.07239179,-0.05267131,-0.6542625,0.75094986,-0.38391668,1.7766789,9.636722,0.025850832,0.22731137,0.19231892
43,2022-12-01-14:01:32:871,0.07239179,-0.05267131,-0.6542625,0.75094986,-0.38391668,1.7766789,9.636722,0.025850832,0.22731137,0.19231892
44,2022-12-01-14:01:32:881,0.08025516,-0.051458057,-0.6545527,0.7499814,-0.40299454,1.7790275,9.6355095,-0.12944278,0.30967557,0.18065739
45,2022-12-01-14:01:32:892,0.0812237,-0.05218335,-0.6553211,0.74915546,-0.40299454,1.7790275,9.6355095,-0.12944278,0.30967557,0.18065739
46,2022-12-01-14:01:32:904,0.0812237,-0.05218335,-0.6553211,0.74915546,-0.4187032,1.7855874,9.633626,-0.13244042,0.3088286,0.1676979
47,2022-12-01-14:01:32:914,0.09080524,-0.048553493,-0.65558076,0.74807143,-0.4187032,1.7855874,9.633626,-0.13244042,0.3088286,0.1676979
48,2022-12-01-14:01:32:925,0.090920456,-0.04854631,-0.65512675,0.7484555,-0.42809102,1.7933758,9.631766,-0.0961695,0.28229177,0.25268936
49,2022-12-01-14:01:32:936,0.090920456,-0.04854631,-0.65512675,0.7484555,-0.42809102,1.7933758,9.631766,-0.0961695,0.28229177,0.25268936
50,2022-12-01-14:01:32:945,0.090920456,-0.04854631,-0.65512675,0.7484555,-0.43489724,1.8064765,9.629013,-0.072251946,0.28945553,0.12950134
51,2022-12-01-14:01:32:957,0.090920456,-0.04854631,-0.65512675,0.7484555,-0.43489724,1.8064765,9.629013,-0.072251946,0.28945553,0.12950134
52,2022-12-01-14:01:32:967,0.08915361,-0.048210602,-0.65515494,0.74866515,-0.44322604,1.8223878,9.625635,-0.04736054,0.24582529,-0.23685932
53,2022-12-01-14:01:32:978,0.0875751,-0.048742972,-0.6553473,0.7486486,-0.4463881,1.8289603,9.624241,0.06090495,0.07041061,-0.21199703
54,2022-12-01-14:01:32:989,0.0875751,-0.048742972,-0.6553473,0.7486486,-0.4463881,1.8289603,9.624241,0.06090495,0.07041061,-0.21199703
55,2022-12-01-14:01:32:999,0.084168755,-0.05263386,-0.65504885,0.74903697,-0.44587123,1.8348227,9.62315,0.13892362,-0.022074103,-0.31272602
56,2022-12-01-14:01:33:010,0.082457475,-0.05202619,-0.6550636,0.7492568,-0.44587123,1.8348227,9.62315,0.13892362,-0.022074103,-0.31272602
57,2022-12-01-14:01:33:020,0.082457475,-0.05202619,-0.6550636,0.7492568,-0.4537051,1.8477398,9.620312,0.03818494,0.057007313,-0.55520153
58,2022-12-01-14:01:33:031,0.083088085,-0.052662674,-0.65498495,0.7492115,-0.4537051,1.8477398,9.620312,0.03818494,0.057007313,-0.55520153
59,2022-12-01-14:01:33:040,0.08315115,-0.05272632,-0.654977,0.74920696,-0.47069773,1.8541573,9.61826,-0.13233292,0.053679228,-0.5057802
60,2022-12-01-14:01:33:050,0.08315115,-0.05272632,-0.654977,0.74920696,-0.47069773,1.8541573,9.61826,-0.13233292,0.053679228,-0.5057802
61,2022-12-01-14:01:33:061,0.083304755,-0.051021054,-0.65431803,0.7498835,-0.4844665,1.8409035,9.620122,-0.01755929,-0.13793814,0.23737526
62,2022-12-01-14:01:33:070,0.083304755,-0.051021054,-0.65431803,0.7498835,-0.4844665,1.8409035,9.620122,-0.01755929,-0.13793814,0.23737526
63,2022-12-01-14:01:33:081,0.0879091,-0.04994906,-0.65425587,0.74948406,-0.5207464,1.8307401,9.620166,-0.22926575,0.15767169,-0.8611765
64,2022-12-01-14:01:33:090,0.08891289,-0.049020387,-0.6531888,0.7503572,-0.5207464,1.8307401,9.620166,-0.22926575,0.15767169,-0.8611765
65,2022-12-01-14:01:33:100,0.08891289,-0.049020387,-0.6531888,0.7503572,-0.5330753,1.7882074,9.627488,-0.1214841,0.2542466,-0.2581606
66,2022-12-01-14:01:33:110,0.09116202,-0.048933856,-0.65303415,0.7502275,-0.5330753,1.7882074,9.627488,-0.1214841,0.2542466,-0.2581606
67,2022-12-01-14:01:33:120,0.09116202,-0.048933856,-0.65303415,0.7502275,-0.5330753,1.7882074,9.627488,-0.1214841,0.2542466,-0.2581606
68,2022-12-01-14:01:33:130,0.09216688,-0.048745655,-0.65178066,0.7512066,-0.5292632,1.7404608,9.636445,-0.29152006,0.35721064,0.7054558
69,2022-12-01-14:01:33:139,0.09216688,-0.048745655,-0.65178066,0.7512066,-0.519408,1.7280083,9.639222,0.15494844,0.36539292,0.6665859
70,2022-12-01-14:01:33:150,0.09216688,-0.048745655,-0.65178066,0.7512066,-0.519408,1.7280083,9.639222,0.15494844,0.36539292,0.6665859
71,2022-12-01-14:01:33:161,0.09243265,-0.049402826,-0.65157074,0.75131303,-0.5047796,1.7418289,9.63751,0.52891463,0.22456253,0.38213253
72,2022-12-01-14:01:33:172,0.09243265,-0.049402826,-0.65157074,0.75131303,-0.5047796,1.7418289,9.63751,0.52891463,0.22456253,0.38213253
73,2022-12-01-14:01:33:182,0.0930363,-0.049151544,-0.6497818,0.7528027,-0.51295364,1.7665706,9.632575,-0.12459028,0.3241905,-0.4619398
74,2022-12-01-14:01:33:194,0.091147885,-0.049635205,-0.64959514,0.75316304,-0.51295364,1.7665706,9.632575,-0.12459028,0.3241905,-0.4619398
75,2022-12-01-14:01:33:206,0.09194826,-0.049042385,-0.6474856,0.75491905,-0.5337188,1.7702976,9.630762,-0.4566002,0.43577743,-0.5576134
76,2022-12-01-14:01:33:215,0.09194826,-0.049042385,-0.6474856,0.75491905,-0.5337188,1.7702976,9.630762,-0.4566002,0.43577743,-0.5576134
77,2022-12-01-14:01:33:226,0.091155246,-0.04571967,-0.6476263,0.75510305,-0.5346427,1.7528481,9.633902,-0.53753924,0.41402447,-0.33976936
78,2022-12-01-14:01:33:237,0.091155246,-0.04571967,-0.6476263,0.75510305,-0.5346427,1.7528481,9.633902,-0.53753924,0.41402447,-0.33976936
79,2022-12-01-14:01:33:246,0.09107588,-0.045387365,-0.64763993,0.755121,-0.5262704,1.7323705,9.638066,-0.5216271,0.50043666,0.085199356
80,2022-12-01-14:01:33:258,0.09138917,-0.042877894,-0.6457005,0.7568887,-0.5110659,1.7157372,9.641859,-0.4209413,0.5856421,0.44091892
81,2022-12-01-14:01:33:269,0.09138917,-0.042877894,-0.6457005,0.7568887,-0.5110659,1.7157372,9.641859,-0.4209413,0.5856421,0.44091892
82,2022-12-01-14:01:33:277,0.096945174,-0.0424776,-0.6453612,0.75650924,-0.49724895,1.7159976,9.642534,-0.4209413,0.5856421,0.44091892
83,2022-12-01-14:01:33:296,0.09362923,-0.039262734,-0.6447249,0.75764227,-0.49724895,1.7159976,9.642534,-0.33857346,0.7801322,0.12203312
84,2022-12-01-14:01:33:302,0.09362923,-0.039262734,-0.6447249,0.75764227,-0.48583886,1.7247535,9.641554,-0.24954724,0.9607594,-0.22292137
85,2022-12-01-14:01:33:312,0.09347241,-0.04048441,-0.64450705,0.75778276,-0.48583886,1.7247535,9.641554,-0.24954724,0.9607594,-0.22292137
86,2022-12-01-14:01:33:324,0.09305333,-0.04018191,-0.64412487,0.7581753,-0.46833643,1.7235742,9.642632,-0.06136623,0.87870467,-0.25666237
87,2022-12-01-14:01:33:332,0.09305333,-0.04018191,-0.64412487,0.7581753,-0.46833643,1.7235742,9.642632,-0.06136623,0.87870467,-0.25666237
88,2022-12-01-14:01:33:342,0.09305333,-0.04018191,-0.64412487,0.7581753,-0.45028147,1.7179517,9.644495,0.0017337799,0.82504475,-0.2386694
89,2022-12-01-14:01:33:352,0.09305333,-0.04018191,-0.64412487,0.7581753,-0.45028147,1.7179517,9.644495,0.0017337799,0.82504475,-0.2386694
90,2022-12-01-14:01:33:362,0.091362834,-0.045923352,-0.64355874,0.7585355,-0.43546432,1.7098389,9.646617,-0.041920185,0.7230084,-0.12362957
91,2022-12-01-14:01:33:372,0.091362834,-0.045923352,-0.64355874,0.7585355,-0.43546432,1.7098389,9.646617,-0.041920185,0.7230084,-0.12362957
92,2022-12-01-14:01:33:382,0.09147735,-0.04559084,-0.643161,0.75887907,-0.41974878,1.6991478,9.649201,-0.04801765,0.6014441,-0.0051021576
93,2022-12-01-14:01:33:392,0.102652475,-0.041539904,-0.643202,0.75764644,-0.41974878,1.6991478,9.649201,-0.04801765,0.6014441,-0.0051021576
94,2022-12-01-14:01:33:402,0.102652475,-0.041539904,-0.643202,0.75764644,-0.41170904,1.6958891,9.650121,-0.091998875,0.5662234,-0.071733475
95,2022-12-01-14:01:33:412,0.10017272,-0.04039548,-0.64168966,0.75932074,-0.41170904,1.6958891,9.650121,-0.091998875,0.5662234,-0.071733475
96,2022-12-01-14:01:33:422,0.10017272,-0.04039548,-0.64168966,0.75932074,-0.40955308,1.7062665,9.648383,-0.1639213,0.57375467,-0.31456184
97,2022-12-01-14:01:33:433,0.10562607,-0.038605534,-0.64150566,0.7588302,-0.40955308,1.7062665,9.648383,-0.1639213,0.57375467,-0.31456184
98,2022-12-01-14:01:33:444,0.10617121,-0.038426466,-0.6414861,0.75877976,-0.40148562,1.7222732,9.645878,-0.21799749,0.5882993,-0.43541622
99,2022-12-01-14:01:33:455,0.10617121,-0.038426466,-0.6414861,0.75877976,-0.40148562,1.7222732,9.645878,-0.21799749,0.5882993,-0.43541622
100,2022-12-01-14:01:33:467,0.10259952,-0.038473625,-0.64072126,0.75991404,-0.3877248,1.7385024,9.64353,-0.22263238,0.6431223,-0.4045353
101,2022-12-01-14:01:33:477,0.11034803,-0.044062022,-0.6397368,0.7593541,-0.3757059,1.7555616,9.640914,-0.18482172,0.7356795,-0.45604038
102,2022-12-01-14:01:33:487,0.11034803,-0.044062022,-0.6397368,0.7593541,-0.3757059,1.7555616,9.640914,-0.18482172,0.7356795,-0.45604038
103,2022-12-01-14:01:33:497,0.108012475,-0.044405248,-0.6398778,0.7595512,-0.36738324,1.7706963,9.638467,-0.10743445,0.71802735,-0.5151644
104,2022-12-01-14:01:33:507,0.111209415,-0.051897425,-0.6389146,0.7594256,-0.36738324,1.7706963,9.638467,-0.10743445,0.71802735,-0.5151644
105,2022-12-01-14:01:33:517,0.111209415,-0.051897425,-0.6389146,0.7594256,-0.36738324,1.7706963,9.638467,-0.10743445,0.71802735,-0.5151644
106,2022-12-01-14:01:33:528,0.10815431,-0.051909376,-0.6387338,0.7600179,-0.3637076,1.7867311,9.635647,-0.051703483,0.6970395,-0.4977045
107,2022-12-01-14:01:33:538,0.10815431,-0.051909376,-0.6387338,0.7600179,-0.35953024,1.8078936,9.631856,0.046393692,0.7393004,-0.707222
108,2022-12-01-14:01:33:548,0.10815431,-0.051909376,-0.6387338,0.7600179,-0.35953024,1.8078936,9.631856,0.046393692,0.7393004,-0.707222
109,2022-12-01-14:01:33:560,0.10752063,-0.0546763,-0.6383971,0.76019675,-0.3540841,1.832155,9.627472,0.102571666,0.8334049,-0.68748
110,2022-12-01-14:01:33:568,0.10752063,-0.0546763,-0.6383971,0.76019675,-0.3540841,1.832155,9.627472,0.102571666,0.8334049,-0.68748
111,2022-12-01-14:01:33:578,0.1048156,-0.05403318,-0.63731635,0.7615261,-0.34774548,1.8536406,9.6235895,0.148449,0.8194001,-0.5621748
112,2022-12-01-14:01:33:590,0.1048156,-0.05403318,-0.63731635,0.7615261,-0.34774548,1.8536406,9.6235895,0.148449,0.8194001,-0.5621748
113,2022-12-01-14:01:33:601,0.105464034,-0.054005336,-0.6371796,0.761553,-0.34926957,1.870443,9.620283,0.08737096,0.792426,-0.41823673
114,2022-12-01-14:01:33:612,0.10427923,-0.054242037,-0.6355741,0.7630394,-0.34926957,1.870443,9.620283,0.08737096,0.792426,-0.41823673
115,2022-12-01-14:01:33:623,0.10811261,-0.054242626,-0.635313,0.7627234,-0.35483924,1.88123,9.617976,0.10969913,0.7145177,-0.11714077
116,2022-12-01-14:01:33:631,0.10811261,-0.054242626,-0.635313,0.7627234,-0.35483924,1.88123,9.617976,0.10969913,0.7145177,-0.11714077
117,2022-12-01-14:01:33:642,0.108495854,-0.054242637,-0.6352863,0.7626911,-0.3689102,1.9008596,9.613585,0.028374553,0.81706357,0.21724224
118,2022-12-01-14:01:33:653,0.108495854,-0.054242637,-0.6352863,0.7626911,-0.3689102,1.9008596,9.613585,0.028374553,0.81706357,0.21724224
119,2022-12-01-14:01:33:663,0.10674524,-0.0550675,-0.6341214,0.7638476,-0.38999242,1.9427708,9.604371,-0.12935647,1.0917813,0.4438305
120,2022-12-01-14:01:33:674,0.10674524,-0.0550675,-0.6341214,0.7638476,-0.38999242,1.9427708,9.604371,-0.12935647,1.0917813,0.4438305
121,2022-12-01-14:01:33:684,0.11097861,-0.057969104,-0.6335492,0.7635044,-0.40926656,2.0005498,9.591699,-0.24296215,1.3344352,0.6182575
122,2022-12-01-14:01:33:694,0.110122584,-0.058250967,-0.63300484,0.7640581,-0.40926656,2.0005498,9.591699,-0.24296215,1.3344352,0.6182575
123,2022-12-01-14:01:33:705,0.110122584,-0.058250967,-0.63300484,0.7640581,-0.4226435,2.066469,9.577132,-0.29256427,1.5189295,0.81064606
124,2022-12-01-14:01:33:716,0.11214314,-0.06280345,-0.6323338,0.7639591,-0.4226435,2.066469,9.577132,-0.29256427,1.5189295,0.81064606
125,2022-12-01-14:01:33:727,0.11160579,-0.06307046,-0.6326467,0.7637568,-0.42786896,2.101913,9.569183,-0.20557526,1.6039553,1.0490065
126,2022-12-01-14:01:33:737,0.11160579,-0.06307046,-0.6326467,0.7637568,-0.4351543,2.149901,9.5581875,0.04163745,1.5921412,1.3632259
127,2022-12-01-14:01:33:749,0.11160579,-0.06307046,-0.6326467,0.7637568,-0.4351543,2.149901,9.5581875,0.04163745,1.5921412,1.3632259
128,2022-12-01-14:01:33:759,0.114098765,-0.070471,-0.6316661,0.7635531,-0.4425779,2.2120059,9.543664,0.0710558,1.3528225,1.4389858
129,2022-12-01-14:01:33:770,0.114098765,-0.070471,-0.6316661,0.7635531,-0.4425779,2.2120059,9.543664,0.0710558,1.3528225,1.4389858
130,2022-12-01-14:01:33:781,0.1133548,-0.06991834,-0.63334596,0.7623221,-0.45377433,2.279045,9.527352,0.022850662,0.7707617,1.5239763
131,2022-12-01-14:01:33:793,0.11333454,-0.07252761,-0.6331562,0.76223904,-0.45377433,2.279045,9.527352,0.022850662,0.7707617,1.5239763
132,2022-12-01-14:01:33:804,0.11329351,-0.07145743,-0.6347289,0.7610373,-0.4704564,2.3354654,9.512867,-0.1587742,0.16130066,1.3928633
133,2022-12-01-14:01:33:815,0.11329351,-0.07145743,-0.6347289,0.7610373,-0.4704564,2.3354654,9.512867,-0.1587742,0.16130066,1.3928633
134,2022-12-01-14:01:33:823,0.11329351,-0.07145743,-0.6347289,0.7610373,-0.48345542,2.3682053,9.504118,-0.24105328,-0.78145003,1.8512831
135,2022-12-01-14:01:33:833,0.11591006,-0.07222693,-0.63471735,0.7605801,-0.48345542,2.3682053,9.504118,-0.24105328,-0.78145003,1.8512831
136,2022-12-01-14:01:33:844,0.116171665,-0.07230385,-0.6347159,0.76053405,-0.5000334,2.385679,9.498888,-0.5543326,-1.3523173,2.290327
137,2022-12-01-14:01:33:856,0.116171665,-0.07230385,-0.6347159,0.76053405,-0.5000334,2.385679,9.498888,-0.5543326,-1.3523173,2.290327
138,2022-12-01-14:01:33:866,0.116171665,-0.07230385,-0.6347159,0.76053405,-0.5000334,2.385679,9.498888,-0.5543326,-1.3523173,2.290327
139,2022-12-01-14:01:33:877,0.12697738,-0.07466596,-0.63606733,0.75744325,-0.5061781,2.4271288,9.488057,-0.52076656,-1.3343935,2.117176
140,2022-12-01-14:01:33:886,0.12697738,-0.07466596,-0.63606733,0.75744325,-0.5061781,2.4271288,9.488057,-0.52076656,-1.3343935,2.117176
141,2022-12-01-14:01:33:896,0.12991494,-0.076382905,-0.63919383,0.7541347,-0.5061781,2.4271288,9.488057,-0.52076656,-1.3343935,2.117176
142,2022-12-01-14:01:33:907,0.13371107,-0.081131645,-0.638712,0.753383,-0.4885033,2.4714737,9.47753,-0.21508956,-1.3135467,1.37568
143,2022-12-01-14:01:33:917,0.13371107,-0.081131645,-0.638712,0.753383,-0.4776901,2.5309198,9.46238,0.3607031,-1.4789987,0.25174332
144,2022-12-01-14:01:33:927,0.13793652,-0.084454946,-0.6428803,0.748696,-0.4776901,2.5309198,9.46238,0.3607031,-1.4789987,0.25174332
145,2022-12-01-14:01:33:938,0.13793652,-0.084454946,-0.6428803,0.748696,-0.4776901,2.5309198,9.46238,0.3607031,-1.4789987,0.25174332
146,2022-12-01-14:01:33:948,0.13793652,-0.084454946,-0.6428803,0.748696,-0.46679455,2.579934,9.449678,0.7589803,-1.7453411,-0.5066204
147,2022-12-01-14:01:33:959,0.13178062,-0.083459824,-0.64371186,0.7492019,-0.45188215,2.603199,9.444021,1.0956894,-1.9422777,-0.5625849
148,2022-12-01-14:01:33:970,0.13178062,-0.083459824,-0.64371186,0.7492019,-0.45188215,2.603199,9.444021,1.0956894,-1.9422777,-0.5625849
149,2022-12-01-14:01:33:981,0.13668324,-0.0866261,-0.6475164,0.7446718,-0.4384518,2.6086748,9.443144,1.1106591,-1.9468133,-0.19398785
150,2022-12-01-14:01:33:991,0.13668324,-0.0866261,-0.6475164,0.7446718,-0.4384518,2.6086748,9.443144,1.1106591,-1.9468133,-0.19398785
151,2022-12-01-14:01:34:002,0.11993917,-0.06951873,-0.6509532,0.7463523,-0.4310918,2.6062703,9.444146,1.0048163,-2.0030854,-0.31051445
152,2022-12-01-14:01:34:014,0.12108429,-0.06889689,-0.65243185,0.7449326,-0.4310918,2.6062703,9.444146,1.0048163,-2.0030854,-0.31051445
153,2022-12-01-14:01:34:025,0.10158568,-0.04280037,-0.65636337,0.74634826,-0.43469608,2.5795221,9.451322,0.70894533,-2.2746139,0.03480053
154,2022-12-01-14:01:34:035,0.10158568,-0.04280037,-0.65636337,0.74634826,-0.43469608,2.5795221,9.451322,0.70894533,-2.2746139,0.03480053
155,2022-12-01-14:01:34:044,0.09962944,-0.040187713,-0.6567176,0.74644554,-0.43161717,2.5228682,9.466743,0.5692669,-2.3224275,0.43931007
156,2022-12-01-14:01:34:055,0.09962944,-0.040187713,-0.6567176,0.74644554,-0.43161717,2.5228682,9.466743,0.5692669,-2.3224275,0.43931007
157,2022-12-01-14:01:34:067,0.10153774,-0.0417645,-0.6567723,0.74605364,-0.40584987,2.465947,9.482868,0.27728647,-1.967479,0.21130943
158,2022-12-01-14:01:34:077,0.08829479,-0.02899941,-0.6584971,0.7468231,-0.36282358,2.4359276,9.492365,-0.0010755658,-1.3422675,-0.37690163
159,2022-12-01-14:01:34:089,0.08829479,-0.02899941,-0.6584971,0.7468231,-0.36282358,2.4359276,9.492365,-0.0010755658,-1.3422675,-0.37690163
160,2022-12-01-14:01:34:099,0.08974649,-0.032842394,-0.6616247,0.74372023,-0.3232917,2.4353526,9.49394,-0.046031296,-0.9354156,-1.004941
161,2022-12-01-14:01:34:110,0.08974649,-0.032842394,-0.6616247,0.74372023,-0.3232917,2.4353526,9.49394,-0.046031296,-0.9354156,-1.004941
162,2022-12-01-14:01:34:120,0.08974649,-0.032842394,-0.6616247,0.74372023,-0.3232917,2.4353526,9.49394,-0.046031296,-0.9354156,-1.004941
163,2022-12-01-14:01:34:130,0.071040355,-0.03875809,-0.66582423,0.741707,-0.30443725,2.448789,9.491109,0.15018359,-0.7238966,-1.745017
164,2022-12-01-14:01:34:144,0.071040355,-0.03875809,-0.66582423,0.741707,-0.2940946,2.4546583,9.489918,0.28554064,-0.56921816,-1.9208589
165,2022-12-01-14:01:34:150,0.071040355,-0.03875809,-0.66582423,0.741707,-0.2940946,2.4546583,9.489918,0.28554064,-0.56921816,-1.9208589
166,2022-12-01-14:01:34:160,0.045583505,-0.043581977,-0.6660957,0.74319535,-0.28752735,2.4495003,9.491452,0.29543084,-0.61455226,-1.60748
167,2022-12-01-14:01:34:173,0.045583505,-0.043581977,-0.6660957,0.74319535,-0.28752735,2.4495003,9.491452,0.29543084,-0.61455226,-1.60748
168,2022-12-01-14:01:34:181,0.04539166,-0.045258004,-0.6684499,0.74099004,-0.2876796,2.4442163,9.492809,0.30973664,-0.6361166,-1.3549585
169,2022-12-01-14:01:34:192,0.03099129,-0.04108405,-0.6688397,0.7416233,-0.2876796,2.4442163,9.492809,0.30973664,-0.6361166,-1.3549585
170,2022-12-01-14:01:34:203,0.03099129,-0.04108405,-0.6688397,0.7416233,-0.2853921,2.440658,9.493795,0.32878098,-0.625962,-1.301115
171,2022-12-01-14:01:34:213,0.027183708,-0.038897067,-0.6706941,0.7402146,-0.2853921,2.440658,9.493795,0.32878098,-0.625962,-1.301115
172,2022-12-01-14:01:34:223,0.022332765,-0.029529825,-0.6712142,0.74033827,-0.2778004,2.438454,9.494585,0.3258199,-0.52454627,-0.6824808
