index,time,rvX,rvY,rvZ,rvW,gacX,gacY,gacZ,lacX,lacY,lacZ
56,2022-12-01-14:02:29:163,0.09293242,-0.02715345,-0.6103615,0.7861839,-0.70707434,1.6478527,9.641318,-0.082283616,0.18378317,-0.08927059
57,2022-12-01-14:02:29:173,0.09317756,-0.03018538,-0.6100971,0.7862496,-0.70707434,1.6478527,9.641318,-0.082283616,0.18378317,-0.08927059
58,2022-12-01-14:02:29:184,0.093223274,-0.029594142,-0.61036986,0.7860549,-0.7155299,1.6561157,9.639277,-0.06674379,0.19024026,-0.11342335
59,2022-12-01-14:02:29:194,0.093223274,-0.029594142,-0.61036986,0.7860549,-0.7155299,1.6561157,9.639277,-0.06674379,0.19024026,-0.11342335
60,2022-12-01-14:02:29:205,0.09298512,-0.02919626,-0.6104363,0.78604645,-0.72374827,1.6640978,9.637289,-0.1232934,0.18259871,-0.11377144
61,2022-12-01-14:02:29:216,0.09298512,-0.02919626,-0.6104363,0.78604645,-0.72374827,1.6640978,9.637289,-0.1232934,0.18259871,-0.11377144
62,2022-12-01-14:02:29:226,0.092961304,-0.029156469,-0.61044294,0.7860455,-0.7299593,1.6673183,9.636265,-0.10982388,0.12183571,-0.024287224
63,2022-12-01-14:02:29:236,0.092961304,-0.029156469,-0.61044294,0.7860455,-0.7374943,1.6668707,9.635768,-0.016024053,0.08403766,-0.02816391
64,2022-12-01-14:02:29:246,0.09242218,-0.027854342,-0.6105789,0.7860508,-0.7374943,1.6668707,9.635768,-0.016024053,0.08403766,-0.02816391
65,2022-12-01-14:02:29:256,0.09235383,-0.028230246,-0.61054707,0.7860701,-0.74610865,1.6659108,9.635272,-0.017043173,0.1403991,-0.078588486
66,2022-12-01-14:02:29:267,0.09235383,-0.028230246,-0.61054707,0.7860701,-0.74610865,1.6659108,9.635272,-0.017043173,0.1403991,-0.078588486
67,2022-12-01-14:02:29:278,0.09201163,-0.02704496,-0.61050516,0.78618443,-0.74400467,1.6647391,9.635636,0.07654858,0.16333306,-0.056268692
68,2022-12-01-14:02:29:287,0.09141342,-0.026730688,-0.61053824,0.7862392,-0.74400467,1.6647391,9.635636,0.07654858,0.16333306,-0.056268692
69,2022-12-01-14:02:29:297,0.09141342,-0.026730688,-0.61053824,0.7862392,-0.74400467,1.6647391,9.635636,0.07654858,0.16333306,-0.056268692
70,2022-12-01-14:02:29:308,0.09164637,-0.026299784,-0.6104529,0.78629297,-0.7373368,1.6615369,9.636702,0.13712794,0.101340294,0.09030914
71,2022-12-01-14:02:29:318,0.09164637,-0.026299784,-0.6104529,0.78629297,-0.7373368,1.6615369,9.636702,0.13712794,0.101340294,0.09030914
72,2022-12-01-14:02:29:328,0.09164637,-0.026299784,-0.6104529,0.78629297,-0.74136853,1.6546277,9.63758,0.20141566,0.09853363,-0.80357075
73,2022-12-01-14:02:29:338,0.09164637,-0.026299784,-0.6104529,0.78629297,-0.7394983,1.6154449,9.64437,0.20350063,0.07511783,-0.31827736
74,2022-12-01-14:02:29:348,0.093659915,-0.026240699,-0.6103726,0.78611994,-0.7394983,1.6154449,9.64437,0.20350063,0.07511783,-0.31827736
75,2022-12-01-14:02:29:358,0.094135635,-0.025810495,-0.6100585,0.7863211,-0.75359774,1.5708325,9.650646,-0.26703054,0.16239667,0.5233755
76,2022-12-01-14:02:29:369,0.096393816,-0.025526434,-0.6099643,0.7861299,-0.75359774,1.5708325,9.650646,-0.26703054,0.16239667,0.5233755
77,2022-12-01-14:02:29:379,0.096393816,-0.025526434,-0.6099643,0.7861299,-0.7643443,1.553065,9.652676,-0.27578276,0.1044426,0.70718193
78,2022-12-01-14:02:29:388,0.096393816,-0.025526434,-0.6099643,0.7861299,-0.7643443,1.553065,9.652676,-0.27578276,0.1044426,0.70718193
79,2022-12-01-14:02:29:400,0.09683267,-0.025235763,-0.609526,0.78642535,-0.75238675,1.5596329,9.652556,0.31985104,-0.03038776,0.7062702
80,2022-12-01-14:02:29:409,0.09677492,-0.024529947,-0.6095489,0.78643703,-0.75238675,1.5596329,9.652556,0.31985104,-0.03038776,0.7062702
81,2022-12-01-14:02:29:423,0.09677492,-0.024529947,-0.6095489,0.78643703,-0.75238675,1.5596329,9.652556,0.31985104,-0.03038776,0.7062702
82,2022-12-01-14:02:29:433,0.096836984,-0.023610748,-0.6092185,0.7867135,-0.7576036,1.643235,9.6382675,-0.22626227,0.1519432,-0.8532915
83,2022-12-01-14:02:29:445,0.096836984,-0.023610748,-0.6092185,0.7867135,-0.7576036,1.643235,9.6382675,-0.22626227,0.1519432,-0.8532915
84,2022-12-01-14:02:29:456,0.09657338,-0.025182469,-0.6090398,0.78683555,-0.77843887,1.6760284,9.630957,-0.44300556,0.3745438,-1.2576628
85,2022-12-01-14:02:29:466,0.09657338,-0.025182469,-0.6090398,0.78683555,-0.77843887,1.6760284,9.630957,-0.44300556,0.3745438,-1.2576628
86,2022-12-01-14:02:29:478,0.09604826,-0.024836881,-0.60869837,0.7871748,-0.7608531,1.6611599,9.634938,-0.14572453,0.14772677,-0.47121048
87,2022-12-01-14:02:29:488,0.09467644,-0.027720602,-0.6084457,0.7874401,-0.7608531,1.6611599,9.634938,-0.14572453,0.14772677,-0.47121048
88,2022-12-01-14:02:29:499,0.09467644,-0.027720602,-0.6084457,0.7874401,-0.7297916,1.6354716,9.641733,-0.17644912,0.14842105,0.17584896
89,2022-12-01-14:02:29:510,0.09273672,-0.025924208,-0.60865897,0.78756726,-0.7297916,1.6354716,9.641733,-0.17644912,0.14842105,0.17584896
90,2022-12-01-14:02:29:520,0.09273672,-0.025924208,-0.60865897,0.78756726,-0.70074415,1.6202003,9.646465,0.07548535,0.10647547,0.38766193
91,2022-12-01-14:02:29:530,0.09273672,-0.025924208,-0.60865897,0.78756726,-0.70074415,1.6202003,9.646465,0.07548535,0.10647547,0.38766193
92,2022-12-01-14:02:29:541,0.09239667,-0.024239473,-0.6088195,0.7875368,-0.6890174,1.6219398,9.6470175,0.18100697,0.18856895,-0.022330284
93,2022-12-01-14:02:29:551,0.09239667,-0.024239473,-0.6088195,0.7875368,-0.6890174,1.6219398,9.6470175,0.18100697,0.18856895,-0.022330284
94,2022-12-01-14:02:29:561,0.09028148,-0.022075707,-0.60917413,0.78757155,-0.6881939,1.6186968,9.647622,-0.020457447,0.24562645,0.18965626
95,2022-12-01-14:02:29:571,0.09028148,-0.022075707,-0.60917413,0.78757155,-0.6881939,1.6186968,9.647622,-0.020457447,0.24562645,0.18965626
96,2022-12-01-14:02:29:583,0.08704214,-0.020865206,-0.60940564,0.78779,-0.6810154,1.6092303,9.649714,-0.08214629,0.20575798,0.23349762
97,2022-12-01-14:02:29:594,0.088446304,-0.021838348,-0.6094238,0.78759325,-0.6810154,1.6092303,9.649714,-0.08214629,0.20575798,0.23349762
98,2022-12-01-14:02:29:605,0.088446304,-0.021838348,-0.6094238,0.78759325,-0.66715413,1.6054753,9.651307,0.014345527,0.27583528,0.09547329
99,2022-12-01-14:02:29:615,0.08957016,-0.022680044,-0.60932606,0.787518,-0.66715413,1.6054753,9.651307,0.014345527,0.27583528,0.09547329
100,2022-12-01-14:02:29:625,0.089682534,-0.022764212,-0.60931623,0.7875104,-0.65708214,1.6118569,9.650935,-0.07954848,0.39843452,-0.020812035
101,2022-12-01-14:02:29:635,0.089682534,-0.022764212,-0.60931623,0.7875104,-0.66371655,1.6207091,9.648998,-0.33626163,0.3917874,-0.072092056
102,2022-12-01-14:02:29:645,0.09193792,-0.024274118,-0.6096695,0.7869316,-0.66371655,1.6207091,9.648998,-0.33626163,0.3917874,-0.072092056
103,2022-12-01-14:02:29:656,0.10317528,-0.022436783,-0.6094361,0.785773,-0.68801343,1.6288003,9.645933,-0.59198844,0.42448783,-0.1422615
104,2022-12-01-14:02:29:668,0.10317528,-0.022436783,-0.6094361,0.785773,-0.68801343,1.6288003,9.645933,-0.59198844,0.42448783,-0.1422615
105,2022-12-01-14:02:29:679,0.09966437,-0.023073241,-0.60895693,0.7865788,-0.71734476,1.6386398,9.642129,-0.68976635,0.43722296,-0.3233862
106,2022-12-01-14:02:29:689,0.096621394,-0.02318673,-0.6090166,0.78690886,-0.71734476,1.6386398,9.642129,-0.68976635,0.43722296,-0.3233862
107,2022-12-01-14:02:29:699,0.096621394,-0.02318673,-0.6090166,0.78690886,-0.7247177,1.6367148,9.641905,-0.73512334,0.48253834,-0.4509678
108,2022-12-01-14:02:29:709,0.09464923,-0.023564173,-0.6075157,0.7882962,-0.7247177,1.6367148,9.641905,-0.73512334,0.48253834,-0.4509678
109,2022-12-01-14:02:29:720,0.09464923,-0.023564173,-0.6075157,0.7882962,-0.72337097,1.6373397,9.6419,-0.7868745,0.5994791,-0.41857243
110,2022-12-01-14:02:29:730,0.09464923,-0.023564173,-0.6075157,0.7882962,-0.72337097,1.6373397,9.6419,-0.7868745,0.5994791,-0.41857243
111,2022-12-01-14:02:29:741,0.093529105,-0.02680888,-0.6070956,0.78864986,-0.7131631,1.6430928,9.641683,-0.6344986,0.8503535,-0.68897533
112,2022-12-01-14:02:29:750,0.093529105,-0.02680888,-0.6070956,0.78864986,-0.7131631,1.6430928,9.641683,-0.6344986,0.8503535,-0.68897533
113,2022-12-01-14:02:29:761,0.093529105,-0.02680888,-0.6070956,0.78864986,-0.7131631,1.6430928,9.641683,-0.6344986,0.8503535,-0.68897533
114,2022-12-01-14:02:29:771,0.092297085,-0.02643257,-0.60648036,0.78928083,-0.6999109,1.6421167,9.642819,-0.35349387,0.97397625,-0.7806673
115,2022-12-01-14:02:29:783,0.092970245,-0.027013827,-0.6063348,0.789294,-0.69100404,1.6233068,9.6466465,-0.13983369,0.93090594,-0.42639828
116,2022-12-01-14:02:29:793,0.09146959,-0.027425995,-0.6055247,0.7900766,-0.69100404,1.6233068,9.6466465,-0.13983369,0.93090594,-0.42639828
117,2022-12-01-14:02:29:803,0.09718034,-0.027310813,-0.6053232,0.78955305,-0.6883192,1.5946391,9.651618,-0.12107718,0.8953818,-0.41340065
118,2022-12-01-14:02:29:815,0.09718034,-0.027310813,-0.6053232,0.78955305,-0.678664,1.5581965,9.658253,-0.10220021,0.8318424,-0.49024773
119,2022-12-01-14:02:29:824,0.09735596,-0.026851317,-0.6035296,0.7909191,-0.678664,1.5581965,9.658253,-0.10220021,0.8318424,-0.49024773
120,2022-12-01-14:02:29:834,0.09735596,-0.026851317,-0.6035296,0.7909191,-0.678664,1.5581965,9.658253,-0.10220021,0.8318424,-0.49024773
121,2022-12-01-14:02:29:848,0.09737348,-0.026805356,-0.60335,0.7910554,-0.65619975,1.5135914,9.666894,-0.04352665,0.7333578,-0.3922434
122,2022-12-01-14:02:29:858,0.10850274,-0.019357095,-0.6007104,0.7918331,-0.6279195,1.4730848,9.675026,-0.20381159,0.8173907,-0.20849419
123,2022-12-01-14:02:29:868,0.10850274,-0.019357095,-0.6007104,0.7918331,-0.6279195,1.4730848,9.675026,-0.20381159,0.8173907,-0.20849419
124,2022-12-01-14:02:29:878,0.10859653,-0.019210914,-0.60043436,0.792033,-0.59901774,1.4454285,9.681027,-0.094156325,0.804819,-0.45722485
125,2022-12-01-14:02:29:887,0.10859653,-0.019210914,-0.60043436,0.792033,-0.59901774,1.4454285,9.681027,-0.094156325,0.804819,-0.45722485
126,2022-12-01-14:02:29:898,0.11892302,-0.015150657,-0.6002462,0.7907796,-0.5903205,1.4340975,9.683247,-0.122217774,1.1590555,-0.60586643
127,2022-12-01-14:02:29:910,0.11951429,-0.015188758,-0.5970528,0.7931038,-0.5903205,1.4340975,9.683247,-0.122217774,1.1590555,-0.60586643
128,2022-12-01-14:02:29:921,0.11951429,-0.015188758,-0.5970528,0.7931038,-0.60420865,1.4756951,9.676138,-0.15175635,1.1277426,-0.38577747
129,2022-12-01-14:02:29:931,0.11951429,-0.015188758,-0.5970528,0.7931038,-0.60420865,1.4756951,9.676138,-0.15175635,1.1277426,-0.38577747
130,2022-12-01-14:02:29:942,0.12896582,-0.02128801,-0.59403896,0.7937459,-0.607571,1.5205367,9.668982,-0.10073495,1.085619,-0.30243492
131,2022-12-01-14:02:29:952,0.12896582,-0.02128801,-0.59403896,0.7937459,-0.607571,1.5205367,9.668982,-0.10073495,1.085619,-0.30243492
132,2022-12-01-14:02:29:963,0.12889117,-0.021342188,-0.5938643,0.7938871,-0.6084788,1.5654211,9.661759,-0.13998753,1.1371894,0.069750786
133,2022-12-01-14:02:29:974,0.12975639,-0.02949214,-0.59282047,0.79426533,-0.6174823,1.6233453,9.651625,-0.21675098,1.1951429,-0.03377247
134,2022-12-01-14:02:29:983,0.12975639,-0.02949214,-0.59282047,0.79426533,-0.6174823,1.6233453,9.651625,-0.21675098,1.1951429,-0.03377247
135,2022-12-01-14:02:29:995,0.12975639,-0.02949214,-0.59282047,0.79426533,-0.6174823,1.6233453,9.651625,-0.21675098,1.1951429,-0.03377247
136,2022-12-01-14:02:30:007,0.12450362,-0.033252873,-0.5917822,0.7957304,-0.624031,1.6934896,9.639142,-0.009440482,1.2574161,-0.44243622
137,2022-12-01-14:02:30:016,0.12450362,-0.033252873,-0.5917822,0.7957304,-0.624031,1.6934896,9.639142,-0.009440482,1.2574161,-0.44243622
138,2022-12-01-14:02:30:025,0.11942492,-0.033017687,-0.5908994,0.7971735,-0.6170296,1.7566742,9.628279,-0.12205958,1.290028,-0.3233328
139,2022-12-01-14:02:30:036,0.11942492,-0.033017687,-0.5908994,0.7971735,-0.56816185,1.8006704,9.6231575,0.041650534,1.1840562,-0.31953812
140,2022-12-01-14:02:30:047,0.11891685,-0.032994114,-0.5908102,0.79731643,-0.56816185,1.8006704,9.6231575,0.041650534,1.1840562,-0.31953812
141,2022-12-01-14:02:30:057,0.11572391,-0.03502527,-0.58832544,0.79953396,-0.5025034,1.8251245,9.622204,0.13636667,1.04542,0.037932396
142,2022-12-01-14:02:30:069,0.11572391,-0.03502527,-0.58832544,0.79953396,-0.5025034,1.8251245,9.622204,0.13636667,1.04542,0.037932396
143,2022-12-01-14:02:30:079,0.11543123,-0.035041336,-0.5880981,0.7997427,-0.46496928,1.8603028,9.6173525,-0.16105694,1.123769,0.7019167
144,2022-12-01-14:02:30:089,0.11543123,-0.035041336,-0.5880981,0.7997427,-0.46496928,1.8603028,9.6173525,-0.16105694,1.123769,0.7019167
145,2022-12-01-14:02:30:101,0.12143203,-0.040117376,-0.58723146,0.79925233,-0.45040914,1.9073584,9.608824,-0.18269172,1.1564349,0.9872503
146,2022-12-01-14:02:30:111,0.12267572,-0.040531263,-0.5848212,0.8008072,-0.45040914,1.9073584,9.608824,-0.18269172,1.1564349,0.9872503
147,2022-12-01-14:02:30:121,0.12267572,-0.040531263,-0.5848212,0.8008072,-0.44953215,1.9846185,9.593205,0.14481318,1.2662787,0.9279127
148,2022-12-01-14:02:30:131,0.12267572,-0.040531263,-0.5848212,0.8008072,-0.44953215,1.9846185,9.593205,0.14481318,1.2662787,0.9279127
149,2022-12-01-14:02:30:141,0.12632892,-0.04471712,-0.5835259,0.8009612,-0.4433325,2.071016,9.575215,0.4166716,1.6204436,1.0544596
150,2022-12-01-14:02:30:152,0.12632892,-0.04471712,-0.5835259,0.8009612,-0.4433325,2.071016,9.575215,0.4166716,1.6204436,1.0544596
151,2022-12-01-14:02:30:162,0.12632892,-0.04471712,-0.5835259,0.8009612,-0.4393166,2.1566863,9.556469,0.48475778,1.2854488,1.1147604
152,2022-12-01-14:02:30:174,0.1315248,-0.048805807,-0.5827162,0.80047554,-0.45270956,2.2240548,9.540389,0.352501,0.78473234,0.9962044
153,2022-12-01-14:02:30:185,0.1315248,-0.048805807,-0.5827162,0.80047554,-0.45270956,2.2240548,9.540389,0.352501,0.78473234,0.9962044
154,2022-12-01-14:02:30:195,0.13372122,-0.050842926,-0.58324015,0.7996028,-0.45270956,2.2240548,9.540389,0.352501,0.78473234,0.9962044
155,2022-12-01-14:02:30:208,0.13749115,-0.0559151,-0.5823851,0.799248,-0.46963674,2.2500312,9.533477,0.0059632063,0.24180532,1.3962946
156,2022-12-01-14:02:30:217,0.13749115,-0.0559151,-0.5823851,0.799248,-0.4686041,2.2481902,9.533961,0.2233128,-0.63027275,2.0693312
157,2022-12-01-14:02:30:228,0.1346378,-0.060344078,-0.58435214,0.79797494,-0.4686041,2.2481902,9.533961,0.2233128,-0.63027275,2.0693312
158,2022-12-01-14:02:30:238,0.1343522,-0.060786866,-0.58454776,0.79784614,-0.4627806,2.2456927,9.534835,0.13639131,-1.2908611,2.1745567
159,2022-12-01-14:02:30:248,0.1343522,-0.060786866,-0.58454776,0.79784614,-0.4627806,2.2456927,9.534835,0.13639131,-1.2908611,2.1745567
160,2022-12-01-14:02:30:258,0.13201386,-0.065622196,-0.58530354,0.79729915,-0.4553025,2.2543712,9.533147,0.27764574,-1.9146429,2.0823822
161,2022-12-01-14:02:30:269,0.13201386,-0.065622196,-0.58530354,0.79729915,-0.4553025,2.2543712,9.533147,0.27764574,-1.9146429,2.0823822
162,2022-12-01-14:02:30:280,0.13200247,-0.06597443,-0.58538866,0.79720944,-0.46547854,2.2808237,9.5263605,0.4893996,-2.2252095,1.4551334
163,2022-12-01-14:02:30:289,0.13079359,-0.06678818,-0.5853125,0.7973969,-0.46547854,2.2808237,9.5263605,0.4893996,-2.2252095,1.4551334
164,2022-12-01-14:02:30:300,0.13079359,-0.06678818,-0.5853125,0.7973969,-0.4910501,2.3237388,9.514699,0.38628015,-2.0038736,1.2122087
165,2022-12-01-14:02:30:311,0.13672367,-0.071787566,-0.58701885,0.79470885,-0.4910501,2.3237388,9.514699,0.38628015,-2.0038736,1.2122087
166,2022-12-01-14:02:30:321,0.13672367,-0.071787566,-0.58701885,0.79470885,-0.5211125,2.3909562,9.496429,-0.117342174,-1.3747108,-0.22988605
167,2022-12-01-14:02:30:331,0.13672367,-0.071787566,-0.58701885,0.79470885,-0.5211125,2.3909562,9.496429,-0.117342174,-1.3747108,-0.22988605
168,2022-12-01-14:02:30:342,0.13946915,-0.08451984,-0.59036463,0.7904899,-0.5610821,2.4505193,9.478951,-0.30687773,-1.1393937,-0.86775494
169,2022-12-01-14:02:30:353,0.14001317,-0.08499427,-0.59081286,0.7900078,-0.58502674,2.4685543,9.472823,1.2188699,-1.7478933,-0.64999866
170,2022-12-01-14:02:30:362,0.14001317,-0.08499427,-0.59081286,0.7900078,-0.58502674,2.4685543,9.472823,1.2188699,-1.7478933,-0.64999866
171,2022-12-01-14:02:30:373,0.1287173,-0.07784584,-0.5921729,0.79164577,-0.6116436,2.438241,9.478991,1.3503468,-1.550258,-2.7678256
172,2022-12-01-14:02:30:382,0.1287173,-0.07784584,-0.5921729,0.79164577,-0.6116436,2.438241,9.478991,1.3503468,-1.550258,-2.7678256
