index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-82.92
11,2022-07-24-11:44:05,-80,-81,100,100,-77,-71,100,100,-95,100,100,100,-80,-80,-97,100,-77,100,100,100,100,100,100,100,-53,-76,,
12,2022-07-24-11:44:10,-85,-76,100,100,-86,-71,100,100,-92,100,100,100,-86,-77,-89,100,-77,100,100,100,100,100,100,100,-52,-76,,
13,2022-07-24-11:44:15,-80,-76,100,100,-85,-71,100,100,100,100,100,100,-77,-80,-90,100,-81,100,100,100,100,100,100,100,-53,-76,,
14,2022-07-24-11:44:20,-80,-81,100,100,100,-71,100,100,100,100,100,100,-86,-80,100,100,-81,100,100,100,100,100,100,100,-53,-76,,
15,2022-07-24-11:44:25,-80,-81,100,100,-77,-71,100,100,-94,100,100,100,-80,-77,100,100,-77,100,100,100,100,100,100,100,-53,-79,,
16,2022-07-24-11:44:30,-84,-76,100,100,-85,-71,100,100,100,100,100,100,-88,-76,100,100,-75,100,100,100,100,100,100,100,-52,-76,,
17,2022-07-24-11:44:35,-81,-77,100,100,-86,-71,100,100,100,100,100,100,-77,-80,-90,100,-82,-93,100,100,100,100,100,100,-52,-76,,
18,2022-07-24-11:44:40,-80,-76,-96,100,-83,-71,100,100,100,100,100,100,-78,-77,-90,100,-81,100,100,100,100,100,100,100,-52,-75,,
19,2022-07-24-11:44:45,-86,-76,100,100,-77,-71,100,100,-94,100,100,100,-86,-76,100,100,-76,100,100,100,100,100,100,100,-54,-75,,
20,2022-07-24-11:44:50,-91,-80,100,100,-86,-71,100,100,-92,100,100,100,-78,-84,-97,100,-79,100,100,100,100,100,100,100,-53,-76,,
21,2022-07-24-11:44:55,-85,-77,100,100,-77,-71,100,100,-94,100,100,100,-81,100,-90,100,-80,100,100,100,100,100,100,100,-53,-76,,
22,2022-07-24-11:45:00,-94,-77,100,100,-77,-71,100,100,-96,100,100,100,-79,-77,-90,100,-77,100,100,100,100,100,100,100,-52,-79,,
23,2022-07-24-11:45:05,-85,-74,100,100,-77,-71,100,100,100,100,100,100,-86,-83,-96,100,-82,100,100,100,100,100,100,100,-53,-76,,
24,2022-07-24-11:45:10,-80,-73,100,100,-77,-71,100,100,-96,100,100,100,-77,-77,-90,100,-77,-93,100,100,100,100,100,100,-52,-76,,
25,2022-07-24-11:45:15,-80,-74,100,100,-77,-71,100,100,100,100,100,100,-78,-80,100,100,-82,100,100,100,100,100,100,100,-53,-76,,
26,2022-07-24-11:45:20,-93,-74,100,100,-77,-71,100,100,100,100,100,100,-78,-77,-97,100,-77,100,100,100,100,100,100,100,-53,-76,,
27,2022-07-24-11:45:25,-85,-81,100,100,-77,-71,100,100,100,100,100,100,-86,-83,100,100,-82,100,100,100,100,100,100,100,-52,-76,,
28,2022-07-24-11:45:30,-85,-74,100,100,-77,-71,100,100,-93,100,100,100,-77,-80,-96,100,-82,100,100,100,100,100,100,100,-53,-76,,
29,2022-07-24-11:45:35,-85,-81,100,100,-77,-71,100,100,-95,100,100,100,-77,-80,-90,100,-82,100,100,100,100,100,100,100,-53,-79,,
30,2022-07-24-11:45:40,-80,-74,100,100,-77,-71,100,100,-95,100,100,100,-77,-80,-96,100,-77,100,100,100,100,100,100,100,-53,-76,,
31,2022-07-24-11:45:45,-85,-81,100,100,-85,-71,100,100,100,100,100,100,-77,-83,100,100,-78,-93,100,100,100,100,100,100,-52,-76,,
32,2022-07-24-11:45:50,-85,-74,100,100,-77,-71,100,100,100,100,100,100,-86,-83,-90,100,-82,100,100,100,100,100,100,100,-52,-76,,
33,2022-07-24-11:45:55,-85,-76,100,100,-77,-71,100,100,-95,100,100,100,-80,-83,100,100,-81,100,100,100,100,100,100,100,-52,-76,,
34,2022-07-24-11:46:00,-80,-74,100,100,-77,-71,100,100,-93,100,100,100,-80,-80,100,100,-77,100,100,100,100,100,100,100,-53,-76,,
35,2022-07-24-11:46:05,-85,-74,100,100,-86,-71,100,100,-92,100,100,100,-77,-77,-90,100,-81,100,100,100,100,100,100,100,-52,-76,,
36,2022-07-24-11:46:10,-80,-74,100,100,-85,-71,100,100,-94,100,100,100,-78,-77,-90,100,-81,100,100,100,100,100,100,100,-53,-76,,
37,2022-07-24-11:46:15,-85,-74,100,100,-77,-71,100,100,100,100,100,100,-78,-83,100,100,-82,100,100,100,100,100,100,100,-52,-76,,
38,2022-07-24-11:46:20,-93,-76,100,100,-86,-71,100,100,100,100,100,100,-78,-83,-90,100,-77,100,100,100,100,100,100,100,-52,-76,,
39,2022-07-24-11:46:25,100,-76,100,100,-77,-71,100,100,-92,100,100,100,-77,-80,-90,100,-75,100,100,100,100,100,100,100,-53,-76,,
40,2022-07-24-11:46:30,-85,-74,100,100,-86,-71,100,100,100,100,100,100,-80,-80,100,100,-77,-93,100,100,100,100,100,100,-53,-76,,
41,2022-07-24-11:46:35,-84,100,100,100,-77,-71,100,100,-94,100,100,100,-86,-80,-89,100,-75,100,100,100,100,100,100,100,-53,-76,,
42,2022-07-24-11:46:40,-80,-74,100,100,-85,-71,100,100,-92,100,100,100,-86,-83,-96,100,-77,-93,100,100,100,100,100,100,-53,-76,,
43,2022-07-24-11:46:45,-85,-74,100,100,-85,-71,100,100,-95,100,100,100,-86,-80,-96,100,-77,100,100,100,100,100,100,100,-53,-76,,
44,2022-07-24-11:46:50,-80,-76,100,100,-85,-71,100,100,100,100,100,100,-86,-77,-90,100,-75,100,100,100,100,100,100,100,-52,-75,,
45,2022-07-24-11:46:55,-80,-81,100,100,-86,-71,100,100,-92,100,100,100,-78,-80,-90,100,-82,100,100,100,100,100,100,100,-53,-76,,
46,2022-07-24-11:47:00,-85,-81,100,100,-77,-71,100,100,-95,100,100,100,-86,-80,-90,100,-74,100,100,100,100,100,100,100,-53,-76,,
47,2022-07-24-11:47:05,-80,-76,100,100,-85,-71,100,100,100,100,100,100,-86,-77,-90,100,-75,100,100,100,100,100,100,100,-52,-79,,
48,2022-07-24-11:47:10,-80,-81,100,100,-77,-71,100,100,-92,100,100,100,-78,-80,-90,100,-75,100,100,100,100,100,100,100,-53,-76,,
49,2022-07-24-11:47:15,-85,-77,100,100,-86,-71,100,100,100,100,100,100,-78,-80,100,100,-77,100,100,100,100,100,100,100,-52,-76,,
50,2022-07-24-11:47:20,-85,-81,100,100,-77,-71,100,100,-95,100,100,100,-77,-77,-97,100,-82,100,100,100,100,100,100,100,-52,-75,,
51,2022-07-24-11:47:25,-81,-76,100,100,-77,-71,100,100,100,100,100,100,-80,-80,-89,100,-77,100,100,100,100,100,100,100,-53,-79,,
52,2022-07-24-11:47:30,-85,-74,100,100,-77,-71,100,100,-92,100,100,100,-77,-80,-89,100,-82,100,100,100,100,100,100,100,-52,-76,,
53,2022-07-24-11:47:35,-85,-74,100,100,-77,-71,100,100,-94,100,100,100,-86,-77,-90,100,-77,100,100,100,100,100,100,100,-53,-79,,
54,2022-07-24-11:47:40,-81,-74,100,100,-85,-71,100,100,-93,100,100,100,-86,-77,-90,100,-82,100,100,100,100,100,100,100,-53,-76,,
55,2022-07-24-11:47:45,-81,-76,100,100,-77,-71,100,100,-94,100,100,100,-80,-80,-90,100,-82,100,100,100,100,100,100,100,-53,-79,,
56,2022-07-24-11:47:50,-85,-76,100,100,-77,-71,100,100,-92,100,100,100,-80,-80,-90,100,-75,100,100,100,100,100,100,100,-52,-76,,
57,2022-07-24-11:47:55,-85,-76,100,100,-86,-71,100,100,100,100,100,100,-78,-77,-90,100,-77,100,100,100,100,100,100,100,-53,-76,,
58,2022-07-24-11:48:00,-81,-81,100,100,-85,-71,100,100,100,100,100,100,-80,-83,100,100,-78,100,100,100,100,100,100,100,-53,-76,,
59,2022-07-24-11:48:05,-81,-74,100,100,-77,-71,100,100,-95,100,100,100,-86,-80,100,100,-77,-93,100,100,100,100,100,100,-53,-76,,
