index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-79.48
37,2022-07-23-15:07:46,-85,-78,100,100,-83,-70,100,100,100,100,100,100,100,-79,-96,100,-73,-99,100,100,100,100,100,100,-97,-72,,
38,2022-07-23-15:07:51,-80,-78,100,100,-79,-62,100,100,100,100,100,100,-87,-79,100,100,-82,100,100,100,100,100,100,100,-79,-67,,
39,2022-07-23-15:07:56,-75,-78,100,100,-79,-70,100,100,100,100,100,100,100,-90,100,100,-92,100,100,100,100,-90,100,100,-74,-67,,
40,2022-07-23-15:08:01,-83,-78,100,100,-83,-62,100,100,100,100,100,100,100,-90,100,100,-82,-98,100,100,100,100,100,100,-74,-72,,
41,2022-07-23-15:08:06,-80,-75,100,100,-83,-59,100,100,100,100,100,100,-80,-90,100,100,-72,100,100,100,100,100,100,100,100,-67,,
42,2022-07-23-15:08:11,-84,-74,100,100,-79,-59,100,100,100,100,100,100,-80,-89,100,100,-81,-97,100,100,100,-85,100,100,-74,-72,,
43,2022-07-23-15:08:16,-76,-78,100,100,-80,-70,100,100,100,100,100,100,-80,-79,100,100,-92,-97,100,100,100,-85,100,100,-79,-67,,
44,2022-07-23-15:08:21,-76,-78,100,100,-83,-59,100,100,100,100,100,100,-90,-79,100,100,-72,100,100,100,100,-85,100,100,-74,-72,,
45,2022-07-23-15:08:26,-80,-78,100,100,-83,-70,100,100,100,100,100,100,-80,-90,100,100,-73,100,100,100,100,100,100,100,-79,-67,,
46,2022-07-23-15:08:31,-76,-74,100,100,-79,-59,100,100,100,100,100,100,100,-88,100,100,-73,100,100,100,100,100,100,100,-74,-72,,
47,2022-07-23-15:08:36,-76,-75,100,100,-83,-70,100,100,100,100,100,100,-79,-79,100,100,-73,100,100,100,100,-86,100,100,-99,-72,,
48,2022-07-23-15:08:41,-80,-74,100,100,-79,-59,100,100,100,100,100,100,-87,-79,100,100,-93,100,100,100,100,100,100,100,-79,-72,,
49,2022-07-23-15:08:46,-84,-78,100,100,-83,-59,100,100,100,100,100,100,-90,-90,100,100,-82,100,100,100,100,100,100,100,-99,-67,,
50,2022-07-23-15:08:51,-76,-74,100,100,-83,-62,100,100,100,100,100,100,-87,-90,100,100,-92,-98,100,100,100,100,100,100,-79,-72,,
51,2022-07-23-15:08:56,-80,-74,100,100,-79,-59,100,100,100,100,100,100,100,-90,-96,100,-93,100,100,100,100,-85,100,100,-74,-72,,
52,2022-07-23-15:09:01,-84,-78,100,100,-80,-59,100,100,100,100,100,100,-80,-89,100,100,-81,100,100,100,100,100,100,100,-79,-72,,
53,2022-07-23-15:09:06,-76,-78,100,100,-84,-59,100,100,100,100,100,100,-90,-88,100,100,-82,-94,100,100,100,100,100,100,-74,-67,,
54,2022-07-23-15:09:11,-80,-78,100,100,-83,-62,100,100,100,100,100,100,-80,-90,100,100,-81,-95,100,100,100,100,100,100,-74,-67,,
55,2022-07-23-15:09:16,-84,-78,100,100,-83,-62,100,100,100,100,100,100,-80,-79,100,100,-81,-97,100,100,100,100,100,100,-79,-73,,
56,2022-07-23-15:09:21,-79,-85,100,100,-90,-70,100,100,100,100,100,100,-80,-79,100,100,-74,-99,100,100,100,100,100,100,-73,-67,,
57,2022-07-23-15:09:26,-79,-72,100,100,-88,-61,100,100,100,100,100,100,-81,-79,100,100,-74,100,100,100,100,100,100,100,-88,-73,,
58,2022-07-23-15:09:31,-83,-78,100,100,-80,-59,100,100,100,100,100,100,-86,-87,100,100,-82,100,100,100,100,100,100,100,-74,-74,,
59,2022-07-23-15:09:36,-77,-74,100,100,-83,-62,100,100,100,100,100,100,-87,-83,-96,100,-73,100,100,100,100,100,100,100,-74,-71,,
