index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-81.9
20,2022-07-23-14:15:19,-82,-77,100,100,-89,-69,100,100,100,100,100,100,-76,-78,-95,100,-77,-89,100,100,100,100,100,100,-54,-70,,
21,2022-07-23-14:15:24,-83,-82,100,100,-90,-72,100,100,100,100,100,100,-78,-88,-88,100,-89,-88,100,100,100,100,100,100,-53,-78,,
22,2022-07-23-14:15:29,-80,-82,100,100,-89,-72,100,100,100,100,100,100,-77,-80,-88,100,-81,100,100,100,100,100,100,100,-53,-66,,
23,2022-07-23-14:15:34,-82,-88,100,100,-82,-69,100,100,100,100,100,100,-82,-85,-96,100,-89,-88,100,100,100,100,100,100,-53,-80,,
24,2022-07-23-14:15:39,-80,-82,100,100,-90,-72,100,100,100,100,100,100,-77,-78,-88,100,-81,100,100,100,100,100,100,100,-54,-81,,
25,2022-07-23-14:15:44,-84,-89,100,100,-83,-62,100,100,-92,100,100,100,-82,-85,100,100,-89,-89,100,100,100,100,100,100,-53,-70,,
26,2022-07-23-14:15:49,-84,-88,100,100,-82,-69,100,100,100,100,100,100,-82,-86,-94,100,-89,-88,100,100,100,100,100,100,-53,-80,,
27,2022-07-23-14:15:54,-82,-77,100,100,-88,-62,100,100,-91,100,100,100,-76,-78,100,100,-77,-88,100,100,100,100,100,100,-53,-70,,
28,2022-07-23-14:15:59,-84,-88,100,100,-83,-69,100,100,100,100,100,100,-82,-85,-96,100,-90,-92,100,100,100,100,100,100,-53,-80,,
29,2022-07-23-14:16:04,-80,-82,100,100,-88,-71,100,100,100,100,100,100,-76,-78,-88,100,-81,-89,100,100,100,100,100,100,-53,-66,,
30,2022-07-23-14:16:09,-82,-77,100,100,-88,-62,100,100,100,100,100,100,-76,-78,-96,100,-76,-88,100,100,100,100,100,100,-53,-70,,
31,2022-07-23-14:16:14,-80,-82,100,100,-89,-72,100,100,100,100,100,100,-77,-78,-88,100,-81,100,100,100,100,100,100,100,-53,-66,,
32,2022-07-23-14:16:19,-82,-77,100,100,-88,-62,100,100,100,100,100,100,-76,-78,-88,100,-77,-87,100,100,100,100,100,100,-53,-66,,
33,2022-07-23-14:16:24,-84,-87,100,100,-83,-69,100,100,100,100,100,100,-82,-86,-95,100,-89,-88,100,100,100,100,100,100,-53,-80,,
34,2022-07-23-14:16:29,-80,-82,100,100,-89,-72,100,100,100,100,100,100,-77,-78,-88,100,-82,-93,100,100,100,100,100,100,-53,-66,,
35,2022-07-23-14:16:34,-84,-88,100,100,-82,-69,100,100,100,100,100,100,100,-86,-96,100,-90,-89,100,100,100,100,100,100,-53,-80,,
36,2022-07-23-14:16:39,-80,-82,100,100,-82,-72,100,100,100,100,100,100,-78,-78,-88,100,-81,-88,100,100,100,100,100,100,-53,-66,,
37,2022-07-23-14:16:44,-82,-77,100,100,-88,-62,100,100,100,100,100,100,-76,-79,100,100,-77,-88,100,100,100,100,100,100,-54,-70,,
38,2022-07-23-14:16:49,-84,-88,100,100,-82,-71,100,100,100,100,100,100,-82,-86,-95,100,-90,-88,100,100,100,100,100,100,-54,-80,,
39,2022-07-23-14:16:54,-82,-77,100,100,-88,-62,100,100,100,100,100,100,-76,100,-98,100,-77,100,100,100,100,100,100,100,-53,-70,,
40,2022-07-23-14:16:59,-84,-88,100,100,-83,-69,100,100,-92,100,100,100,-83,-86,-97,100,-89,-88,100,100,100,100,100,100,-54,-80,,
41,2022-07-23-14:17:04,-80,-82,100,100,-83,-71,100,100,100,100,100,100,-77,-78,-88,100,-82,-89,100,100,100,100,100,100,-55,-66,,
42,2022-07-23-14:17:09,-82,-77,100,100,-89,-62,100,100,-91,100,100,100,-76,-78,-89,100,-77,-88,100,100,100,100,100,100,-54,-70,,
43,2022-07-23-14:17:14,-80,-82,100,100,100,-72,100,100,100,100,100,100,100,-78,100,100,-81,100,100,100,100,100,100,100,100,-66,,
44,2022-07-23-14:17:19,-82,-77,100,100,-88,-62,100,100,100,100,100,100,-76,-78,-90,100,-77,-88,100,100,100,100,100,100,-54,-70,,
45,2022-07-23-14:17:24,-84,-88,100,100,-82,-69,100,100,100,100,100,100,-82,-86,-95,100,-89,-88,100,100,100,100,100,100,-53,-80,,
46,2022-07-23-14:17:29,-80,-83,100,100,-84,-71,100,100,100,100,100,100,-77,-78,100,100,-81,-89,100,100,100,100,100,100,-53,-66,,
47,2022-07-23-14:17:34,-84,-89,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,-81,100,100,100,100,100,100,100,-53,-80,,
48,2022-07-23-14:17:39,-80,-82,100,100,-89,-72,100,100,100,100,100,100,-77,-78,-88,100,-81,-88,100,100,100,100,100,100,-53,-66,,
49,2022-07-23-14:17:44,-82,-76,100,100,-88,-62,100,100,-91,100,100,100,-77,-78,-88,100,-77,-88,100,100,100,100,100,100,-54,-70,,
50,2022-07-23-14:17:49,-84,-88,100,100,-82,-69,100,100,100,100,100,100,-82,-85,100,100,-89,-89,100,100,100,100,100,100,-56,-81,,
51,2022-07-23-14:17:54,100,-87,100,100,-83,-69,100,100,100,100,100,100,-83,-87,100,100,-90,-89,100,100,100,100,100,100,100,-81,,
52,2022-07-23-14:17:59,-85,-76,100,100,-83,-69,100,100,-92,100,100,100,-82,-86,-93,100,-90,-88,100,100,100,100,100,100,-55,-81,,
53,2022-07-23-14:18:04,-80,-82,100,100,-90,-71,100,100,100,100,100,100,-83,-78,-88,100,-82,-89,100,100,100,100,100,100,-54,-66,,
54,2022-07-23-14:18:09,-82,-77,100,100,-89,-62,100,100,-94,100,100,100,-77,-78,-88,100,-77,-89,100,100,100,100,100,100,-53,-70,,
55,2022-07-23-14:18:14,100,-77,100,100,-88,-62,100,100,100,100,100,100,-76,-78,100,100,-77,-88,100,100,100,100,100,100,-53,100,,
56,2022-07-23-14:18:19,-82,-82,100,100,-90,-62,100,100,100,100,100,100,-77,-78,-88,100,-81,100,100,100,100,100,100,100,-53,-67,,
57,2022-07-23-14:18:24,-83,-88,100,100,-82,-69,100,100,-94,100,100,100,-82,-86,-95,100,-89,-89,100,100,100,100,100,100,-54,-80,,
58,2022-07-23-14:18:29,-80,-82,100,100,-82,-72,100,100,100,100,100,100,-77,-78,-94,100,-81,-89,100,100,100,100,100,100,-53,-66,,
59,2022-07-23-14:18:34,-80,-82,100,100,-89,-72,100,100,100,100,100,100,-77,-78,-88,100,-81,100,100,100,100,100,100,100,100,-66,,
