index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-84.6
10,2022-07-23-14:42:12,-88,-74,100,100,-77,-58,100,100,100,100,100,100,-76,-91,100,100,-87,100,100,100,100,100,100,100,-69,-72,,
11,2022-07-23-14:42:17,-79,-82,100,100,-77,-56,100,100,100,100,100,100,-77,-91,100,100,-79,100,100,100,100,100,100,100,-68,-71,,
12,2022-07-23-14:42:22,-86,-74,100,100,-77,-55,100,100,-91,100,100,100,-81,-84,100,100,-79,100,100,100,100,100,100,100,-73,-71,,
13,2022-07-23-14:42:27,-88,-74,100,100,-79,-58,100,100,100,100,100,100,-77,-91,100,100,-87,100,100,100,100,100,100,100,-72,-71,,
14,2022-07-23-14:42:32,-86,-72,100,100,-89,-58,100,100,100,100,100,100,-76,-84,-91,100,-87,100,100,100,100,100,100,100,-68,-71,,
15,2022-07-23-14:42:37,-86,-74,100,100,-79,-58,100,100,100,100,100,100,-77,-80,100,100,-87,100,100,100,100,100,100,100,-69,-72,,
16,2022-07-23-14:42:42,-79,-72,100,100,-89,-56,100,100,-91,100,100,100,-81,-80,-91,100,-79,100,100,100,100,100,100,100,-73,-71,,
17,2022-07-23-14:42:47,-79,-74,100,100,100,-55,100,100,-92,100,100,100,-77,-91,-91,100,-79,100,100,100,100,100,100,100,-70,-89,,
18,2022-07-23-14:42:52,-86,-72,100,100,-77,-58,100,100,-97,100,100,100,-76,-80,100,100,-87,100,100,100,100,100,100,100,-73,-71,,
19,2022-07-23-14:42:57,-88,-82,100,100,-77,-56,100,100,100,100,100,100,-81,-92,-95,100,-87,100,100,100,100,100,100,100,-70,-72,,
20,2022-07-23-14:43:02,-86,-72,100,100,-79,-58,100,100,100,100,100,100,-77,-80,100,100,-87,100,100,100,100,100,100,100,-69,-71,,
21,2022-07-23-14:43:07,-86,-72,100,100,-79,-56,100,100,100,100,100,100,-81,-80,100,100,-87,100,100,100,100,100,100,100,-73,-71,,
22,2022-07-23-14:43:12,-88,-82,100,100,100,-58,100,100,-91,100,100,100,-77,-80,100,100,-79,100,100,100,100,100,100,100,-68,-90,,
23,2022-07-23-14:43:17,-88,-82,100,100,-79,-58,100,100,100,100,100,100,-76,-91,-94,100,-79,100,100,100,100,100,100,100,-72,-71,,
24,2022-07-23-14:43:22,-86,-72,100,100,-77,-56,100,100,-91,100,100,100,-81,-91,100,100,-87,100,100,100,100,100,100,100,-70,100,,
25,2022-07-23-14:43:27,-79,-74,100,100,-79,-55,100,100,100,100,100,100,-76,-84,100,100,-79,100,100,100,100,100,100,100,-68,-71,,
26,2022-07-23-14:43:32,-88,-74,100,100,-79,-56,100,100,-91,100,100,100,-76,-81,-91,100,-79,100,100,100,100,100,100,100,-68,-71,,
27,2022-07-23-14:43:37,-88,-72,100,100,-79,-58,100,100,100,100,100,100,-76,-80,100,100,-79,100,100,100,100,100,100,100,-73,-71,,
28,2022-07-23-14:43:42,-86,-74,100,100,-79,-58,100,100,-91,100,100,100,-76,-84,-90,100,-79,100,100,100,100,100,100,100,-68,-71,,
29,2022-07-23-14:43:47,-88,-72,100,100,100,-56,100,100,100,100,100,100,-81,-80,-95,100,-79,100,100,100,100,100,100,100,-70,-71,,
30,2022-07-23-14:43:52,-88,-82,100,100,-79,-55,100,100,100,100,100,100,-77,-80,-91,100,-87,100,100,100,100,100,100,100,-70,-72,,
31,2022-07-23-14:43:57,-88,-82,100,100,-77,-55,100,100,-91,100,100,100,-76,-91,-91,100,-79,100,100,100,100,100,100,100,-70,-71,,
32,2022-07-23-14:44:02,-86,-74,100,100,-79,-55,100,100,100,100,100,100,-77,-81,-91,100,-79,100,100,100,100,100,100,100,-68,-71,,
33,2022-07-23-14:44:07,-88,-74,100,100,-89,-58,100,100,-91,100,100,100,-77,-92,-91,100,-79,100,100,100,100,100,100,100,-73,-71,,
34,2022-07-23-14:44:12,-79,-72,100,100,-89,-55,100,100,100,100,100,100,-81,-80,-95,100,-79,100,100,100,100,100,100,100,-69,-71,,
35,2022-07-23-14:44:17,-88,-82,100,100,-79,-56,100,100,100,100,100,100,-76,-80,-91,100,-87,100,100,100,100,100,100,100,-72,-71,,
36,2022-07-23-14:44:22,-79,-72,100,100,-77,-58,100,100,-92,100,100,100,-76,-80,-91,100,-79,100,100,100,100,100,100,100,-68,100,,
37,2022-07-23-14:44:27,-88,-72,100,100,-76,-55,100,100,-91,100,100,100,-76,-91,-91,100,-79,100,100,100,100,100,100,100,-72,-90,,
38,2022-07-23-14:44:32,-79,-82,100,100,-77,-55,100,100,-91,100,100,100,-76,-91,100,100,-87,100,100,100,100,100,100,100,-68,-71,,
39,2022-07-23-14:44:37,-79,-72,100,100,-77,-58,100,100,100,100,100,100,-82,-84,100,100,-79,100,100,100,100,100,100,100,-69,-71,,
40,2022-07-23-14:44:42,-79,-74,100,100,-77,-58,100,100,100,100,100,100,-76,-84,100,100,-87,100,100,100,100,100,100,100,-68,-89,,
41,2022-07-23-14:44:47,-79,-82,100,100,-89,-58,100,100,-91,100,100,100,-77,-91,100,100,-87,100,100,100,100,100,100,100,-70,-71,,
42,2022-07-23-14:44:52,-79,-82,100,100,-79,-56,100,100,100,100,100,100,-77,-80,-91,100,-79,100,100,100,100,100,100,100,-72,-71,,
43,2022-07-23-14:44:57,-87,-74,100,100,-79,-58,100,100,100,100,100,100,-81,-91,-91,100,-79,100,100,100,100,100,100,100,-70,-71,,
44,2022-07-23-14:45:02,-88,-82,100,100,-79,-58,100,100,100,100,100,100,-77,-80,100,100,-79,100,100,100,100,100,100,100,-68,-71,,
45,2022-07-23-14:45:07,-79,-74,100,100,-89,-58,100,100,-91,100,100,100,-81,-92,100,100,-80,100,100,100,100,100,100,100,-68,-71,,
46,2022-07-23-14:45:12,-79,-74,100,100,100,-58,100,100,100,100,100,100,-82,-80,100,100,-79,100,100,100,100,100,100,100,-67,-71,,
47,2022-07-23-14:45:17,-80,-71,100,100,-77,-56,100,100,100,100,100,100,-86,-79,100,100,-78,100,100,100,100,100,100,100,-68,-71,,
48,2022-07-23-14:45:22,-89,-82,100,100,-79,-58,100,100,-91,100,100,100,-75,-85,-94,100,-78,100,100,100,100,100,100,100,-68,100,,
49,2022-07-23-14:45:27,-88,-74,100,100,-80,-55,100,100,100,100,100,100,-75,-93,-95,100,-79,100,100,100,100,100,100,100,-68,-71,,
50,2022-07-23-14:45:32,-78,-74,100,100,-77,-55,100,100,100,100,100,100,-76,-93,100,100,-79,100,100,100,100,100,100,100,-68,-89,,
51,2022-07-23-14:45:37,-87,-82,100,100,-77,-58,100,100,100,100,100,100,-81,-80,100,100,-87,100,100,100,100,100,100,100,-70,-71,,
52,2022-07-23-14:45:42,-86,-74,100,100,-79,-58,100,100,100,100,100,100,100,-80,-95,100,-79,100,100,100,100,100,100,100,-68,-71,,
53,2022-07-23-14:45:47,-86,-82,100,100,-89,-58,100,100,100,100,100,100,-81,-91,100,100,-79,100,100,100,100,100,100,100,-68,-71,,
54,2022-07-23-14:45:52,-86,-74,100,100,-89,-58,100,100,100,100,100,100,-76,-84,100,100,-80,100,100,100,100,100,100,100,-73,-90,,
55,2022-07-23-14:45:57,-86,-74,100,100,-79,-56,100,100,100,100,100,100,-76,-92,-91,100,-79,100,100,100,100,100,100,100,-68,-72,,
56,2022-07-23-14:46:02,-79,-82,100,100,-77,-58,100,100,100,100,100,100,-81,-91,100,100,-79,100,100,100,100,100,100,100,-69,-71,,
57,2022-07-23-14:46:07,-88,-82,100,100,100,-58,100,100,100,100,100,100,-81,-84,100,100,-87,100,100,100,100,100,100,100,-73,-71,,
58,2022-07-23-14:46:12,-88,-82,100,100,-79,-56,100,100,100,100,100,100,-77,-80,-95,100,-79,100,100,100,100,100,100,100,-68,-71,,
59,2022-07-23-14:46:17,-88,-82,100,100,-79,-55,100,100,-92,100,100,100,-81,-91,100,100,-79,100,100,100,100,100,100,100,-73,-71,,
