index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-61.26
45,2022-07-23-18:10:48,-56,-84,100,100,-91,-78,100,100,100,100,100,-67,-72,100,100,-84,100,100,100,100,100,100,100,100,-82,,
46,2022-07-23-18:10:53,-56,-83,100,100,-88,100,100,100,100,100,100,-67,-72,100,100,-84,100,100,100,100,100,100,100,100,-82,,
47,2022-07-23-18:10:58,-67,-85,100,100,-96,-82,100,100,100,100,100,-73,-82,100,100,-95,100,100,100,100,100,100,100,-95,-78,,
48,2022-07-23-18:11:03,-56,-84,100,100,-93,-78,100,100,100,100,100,-67,-72,100,100,-84,100,100,100,100,100,100,100,-97,-80,,
49,2022-07-23-18:11:08,-67,100,100,100,-89,-82,100,100,100,100,100,-73,-72,100,100,-92,100,100,100,100,100,100,100,100,-78,,
50,2022-07-23-18:11:13,-67,-86,100,100,-95,-81,100,100,100,100,100,-72,-83,100,100,100,100,100,100,100,100,100,100,100,-78,,
51,2022-07-23-18:11:18,-63,-93,100,100,-89,100,100,100,100,100,100,-73,-72,100,100,-92,100,100,100,100,100,100,100,100,-77,,
52,2022-07-23-18:11:23,-68,-87,100,100,-97,-82,100,100,100,100,100,-73,-83,100,100,-97,100,100,100,100,100,100,100,100,-78,,
53,2022-07-23-18:11:28,-56,-83,100,100,-89,-78,100,100,100,100,100,-67,-72,100,100,-84,100,100,100,100,100,100,100,-94,-80,,
54,2022-07-23-18:11:33,-63,-93,100,100,-88,-91,100,100,100,100,100,-73,-72,100,100,-92,100,100,100,100,100,100,100,-95,-77,,
55,2022-07-23-18:11:38,-56,-84,100,100,-92,100,100,100,100,100,100,-67,-72,100,100,-83,100,100,100,100,100,100,100,100,-80,,
56,2022-07-23-18:11:43,-56,-84,100,100,-90,-91,100,100,100,100,100,-73,-72,100,100,-91,100,100,100,100,100,100,100,-94,-77,,
57,2022-07-23-18:11:48,-67,-87,100,100,-89,-81,100,100,100,100,100,-73,-82,100,100,100,100,100,100,100,100,100,100,-96,-78,,
58,2022-07-23-18:11:53,-56,-83,100,100,100,-79,100,100,100,100,100,-67,-71,100,100,-83,100,100,100,100,100,100,100,-96,-80,,
59,2022-07-23-18:11:58,-68,-86,100,100,100,-82,100,100,100,100,100,-73,-82,100,100,100,100,100,100,100,100,100,100,100,-77,,
