index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-80.82
33,2022-07-23-14:59:54,-77,-80,100,100,-85,-53,100,100,100,100,100,100,-88,-88,-93,100,-72,-94,100,100,100,100,100,100,-82,-74,,
34,2022-07-23-14:59:59,-87,-78,100,100,-79,-52,100,100,100,100,100,100,-88,-86,-93,100,-72,-98,100,100,100,-86,100,100,-81,-73,,
35,2022-07-23-15:00:04,-81,-79,100,100,-79,100,100,100,100,100,100,100,-80,-88,-96,100,-74,100,100,100,100,-85,100,100,-82,-80,,
36,2022-07-23-15:00:09,-76,-80,100,100,-86,-52,100,100,100,100,100,100,-88,-86,-93,100,-74,100,100,100,100,100,100,100,-78,-73,,
37,2022-07-23-15:00:14,-76,-80,100,100,-79,-61,100,100,100,100,100,100,-80,-86,100,100,-72,100,100,100,100,-83,100,100,-82,-74,,
38,2022-07-23-15:00:19,-81,-79,100,100,-85,-53,100,100,100,100,100,100,-80,-86,100,100,-73,-99,100,100,100,100,100,100,-81,-73,,
39,2022-07-23-15:00:24,100,-79,100,100,-87,-52,100,100,100,100,100,100,-84,-85,-96,100,-72,100,100,100,100,100,100,100,-82,-74,,
40,2022-07-23-15:00:29,-81,-79,100,100,-85,-61,100,100,100,100,100,100,-88,-86,100,100,-72,100,100,100,100,100,100,100,-81,-74,,
41,2022-07-23-15:00:34,-81,-79,100,100,-86,-61,100,100,100,100,100,100,-88,-86,-93,100,-73,100,100,100,100,-85,100,100,-81,-80,,
42,2022-07-23-15:00:39,-81,-81,100,100,-79,-52,100,100,100,100,100,100,-77,-86,100,100,-72,100,100,100,100,100,100,100,-82,-80,,
43,2022-07-23-15:00:44,-81,-79,100,100,-86,-61,100,100,100,100,100,100,-81,-88,100,100,-72,100,100,100,100,-83,100,100,-81,-73,,
44,2022-07-23-15:00:49,-87,-81,100,100,-86,-52,100,100,100,100,100,100,-81,-86,-93,100,-74,100,100,100,100,100,100,100,-82,-80,,
45,2022-07-23-15:00:54,-76,-78,100,100,-86,-52,100,100,100,100,100,100,-80,-84,-93,100,-72,100,100,100,100,-83,100,100,-82,-74,,
46,2022-07-23-15:00:59,-77,-79,100,100,-87,-52,100,100,-99,100,100,100,-76,-87,-96,100,-73,100,100,100,100,100,100,100,-82,-81,,
47,2022-07-23-15:01:04,-96,-79,100,100,-79,-61,100,100,100,100,100,100,-93,-84,100,100,-73,100,100,100,100,-83,100,100,-82,-73,,
48,2022-07-23-15:01:09,-76,100,100,100,-85,-52,100,100,100,100,100,100,-77,-86,100,100,-72,100,100,100,100,100,100,100,-82,-74,,
49,2022-07-23-15:01:14,-81,-80,100,100,-79,-53,100,100,100,100,100,100,-80,-87,-94,100,-73,100,100,100,100,-86,100,100,-82,-74,,
50,2022-07-23-15:01:19,-76,-80,100,100,-86,-52,100,100,100,100,100,100,-80,-88,100,100,-72,100,100,100,100,-83,100,100,-78,-73,,
51,2022-07-23-15:01:24,-87,-80,100,100,-86,-52,100,100,100,100,100,100,-81,-86,100,100,-73,100,100,100,100,100,100,100,-78,-73,,
52,2022-07-23-15:01:29,-76,-79,100,100,-85,-52,100,100,100,100,100,100,-81,-86,100,100,-72,100,100,100,100,100,100,100,-82,-80,,
53,2022-07-23-15:01:34,-76,-80,100,100,-86,-52,100,100,100,100,100,100,-80,-86,100,100,-72,100,100,100,100,-83,100,100,-81,-81,,
54,2022-07-23-15:01:39,-81,-80,100,100,-85,-52,100,100,100,100,100,100,-80,-86,100,100,-73,100,100,100,100,100,100,100,-78,-74,,
55,2022-07-23-15:01:44,-82,-79,100,100,-79,-52,100,100,100,100,100,100,-80,-86,100,100,-73,100,100,100,100,100,100,100,-82,-80,,
56,2022-07-23-15:01:49,-81,-80,100,100,100,-61,100,100,100,100,100,100,-88,-86,100,100,-73,100,100,100,100,-83,100,100,-82,-74,,
57,2022-07-23-15:01:54,-87,-79,100,100,-79,-61,100,100,100,100,100,100,-77,-88,100,100,-72,100,100,100,100,-82,100,100,-78,-74,,
58,2022-07-23-15:01:59,-76,-79,100,100,-86,-61,100,100,100,100,100,100,-88,-86,-94,100,-72,100,100,100,100,-83,100,100,-81,-80,,
59,2022-07-23-15:02:04,-87,-79,100,100,-79,-52,100,100,100,100,100,100,-88,-87,100,100,-72,100,100,100,100,100,100,100,-82,-74,,
